time;gFx;gFy;gFz;TgF
1.4550;-0.0139;0.0408;0.9992;1.000
1.4570;-0.0112;0.0403;0.9982;0.999
1.4580;-0.0066;0.0406;0.9970;0.998
1.4600;-0.0083;0.0413;0.9975;0.998
1.4610;-0.0107;0.0428;0.9985;0.999
1.4630;-0.0161;0.0430;0.9999;1.001
1.4640;-0.0235;0.0425;1.0017;1.003
1.4650;-0.0242;0.0420;1.0019;1.003
1.4670;-0.0230;0.0413;1.0012;1.002
1.4680;-0.0188;0.0418;0.9999;1.001
1.4820;-0.0191;0.0428;0.9997;1.001
1.4840;-0.0186;0.0425;0.9987;1.000
1.4870;-0.0200;0.0425;0.9987;1.000
1.4880;-0.0232;0.0430;0.9997;1.001
1.4900;-0.0217;0.0430;0.9990;1.000
1.5380;-0.0232;0.0435;0.9992;1.000
1.5390;-0.0227;0.0435;1.0004;1.002
1.5880;-0.0205;0.0430;1.0007;1.002
1.5900;-0.0176;0.0423;1.0007;1.002
1.5920;-0.0159;0.0415;1.0004;1.001
1.5930;-0.0161;0.0413;0.9992;1.000
1.6080;-0.0176;0.0413;0.9977;0.999
1.6100;-0.0198;0.0420;0.9985;1.000
1.6120;-0.0208;0.0428;0.9995;1.001
1.6130;-0.0191;0.0430;0.9999;1.001
1.6140;-0.0142;0.0428;1.0009;1.002
1.6290;-0.0095;0.0420;1.0007;1.002
1.6310;-0.0046;0.0406;0.9999;1.001
1.6330;-0.0049;0.0406;0.9999;1.001
1.6350;-0.0071;0.0408;0.9997;1.001
1.7190;-0.0122;0.0413;0.9999;1.001
1.7490;-0.0176;0.0425;1.0007;1.002
1.7520;-0.0217;0.0432;1.0012;1.002
1.7530;-0.0244;0.0437;1.0007;1.002
1.7550;-0.0242;0.0440;0.9997;1.001
1.7560;-0.0220;0.0435;0.9992;1.000
1.7570;-0.0169;0.0425;0.9990;1.000
1.7580;-0.0132;0.0418;0.9997;1.001
1.7710;-0.0083;0.0413;0.9997;1.001
1.7730;-0.0064;0.0415;0.9995;1.000
1.8000;-0.0061;0.0418;0.9990;1.000
1.8020;-0.0081;0.0423;0.9990;1.000
1.8030;-0.0112;0.0425;0.9997;1.001
1.8050;-0.0156;0.0428;0.9995;1.000
1.8060;-0.0200;0.0430;1.0002;1.001
1.8080;-0.0222;0.0430;1.0004;1.002
1.8660;-0.0227;0.0423;1.0002;1.001
1.8680;-0.0203;0.0420;1.0007;1.002
1.9150;-0.0178;0.0418;1.0002;1.001
1.9170;-0.0154;0.0415;0.9997;1.001
1.9190;-0.0147;0.0418;0.9995;1.000
1.9200;-0.0147;0.0415;0.9992;1.000
1.9220;-0.0142;0.0413;0.9990;1.000
1.9230;-0.0129;0.0413;0.9987;1.000
1.9380;-0.0117;0.0415;0.9987;1.000
1.9390;-0.0088;0.0415;0.9985;0.999
1.9410;-0.0064;0.0415;0.9982;0.999
1.9420;-0.0044;0.0415;0.9977;0.999
1.9440;-0.0020;0.0415;0.9982;0.999
1.9470;-0.0012;0.0418;0.9990;1.000
1.9480;-0.0002;0.0420;0.9987;1.000
1.9950;-0.0027;0.0415;0.9995;1.000
2.0110;-0.0056;0.0410;0.9992;1.000
2.0130;-0.0120;0.0398;0.9965;0.997
2.0150;-0.0300;0.0406;1.0002;1.001
2.0160;-0.0450;0.0418;1.0031;1.005
2.0170;-0.0437;0.0428;1.0036;1.005
2.0340;-0.0391;0.0445;1.0065;1.008
2.0360;-0.0193;0.0381;1.0029;1.004
2.1940;-0.0005;0.0330;0.9963;0.997
2.1950;0.0022;0.0281;0.9921;0.993
2.2300;-0.0015;0.0347;0.9958;0.996
2.2320;-0.0056;0.0410;0.9953;0.996
2.2330;-0.0088;0.0462;0.9977;0.999
2.2350;-0.0125;0.0552;1.0024;1.004
2.2360;-0.0129;0.0515;0.9992;1.001
2.2370;-0.0166;0.0542;1.0014;1.003
2.2390;-0.0215;0.0545;1.0019;1.004
2.2420;-0.0276;0.0537;1.0024;1.004
2.2430;-0.0305;0.0542;1.0029;1.005
2.2440;-0.0310;0.0550;1.0034;1.005
2.2460;-0.0303;0.0581;1.0056;1.008
2.2470;-0.0247;0.0530;1.0029;1.005
2.2480;-0.0198;0.0469;1.0004;1.002
2.5750;-0.0173;0.0406;0.9980;0.999
2.5760;-0.0178;0.0388;0.9970;0.998
2.5780;-0.0225;0.0396;0.9985;1.000
2.5790;-0.0264;0.0413;0.9997;1.001
2.5810;-0.0276;0.0410;0.9985;1.000
2.5990;-0.0215;0.0403;0.9982;0.999
2.6040;-0.0144;0.0425;0.9982;0.999
2.6050;-0.0083;0.0413;0.9965;0.997
2.6070;-0.0037;0.0452;0.9990;1.000
2.6080;-0.0034;0.0450;0.9990;1.000
2.6090;-0.0024;0.0418;0.9980;0.999
2.6110;-0.0005;0.0420;0.9987;1.000
2.6130;0.0020;0.0406;0.9977;0.999
2.6140;0.0012;0.0381;0.9965;0.997
2.6150;-0.0002;0.0386;0.9963;0.997
2.6170;-0.0049;0.0423;0.9980;0.999
2.6180;-0.0127;0.0457;0.9995;1.001
2.6200;-0.0173;0.0501;1.0012;1.003
2.6280;-0.0252;0.0520;1.0021;1.004
2.6300;-0.0274;0.0547;1.0024;1.004
2.6310;-0.0281;0.0562;1.0029;1.005
2.6330;-0.0281;0.0513;1.0019;1.004
2.6350;-0.0249;0.0489;1.0017;1.003
2.6360;-0.0239;0.0428;0.9985;1.000
2.6370;-0.0261;0.0403;0.9987;1.000
2.6390;-0.0291;0.0442;1.0004;1.002
2.6410;-0.0327;0.0464;1.0002;1.002
2.6420;-0.0354;0.0484;1.0021;1.004
2.6440;-0.0349;0.0467;1.0007;1.002
2.6450;-0.0315;0.0447;0.9999;1.001
2.6460;-0.0259;0.0432;1.0004;1.002
2.6480;-0.0215;0.0418;1.0004;1.002
2.6490;-0.0161;0.0415;0.9985;0.999
2.6560;-0.0132;0.0410;0.9973;0.998
2.6570;-0.0117;0.0418;0.9968;0.998
2.6590;-0.0103;0.0428;0.9960;0.997
2.6600;-0.0098;0.0425;0.9973;0.998
2.6620;-0.0117;0.0428;0.9977;0.999
2.6630;-0.0142;0.0430;0.9982;0.999
2.6650;-0.0166;0.0430;0.9990;1.000
2.6660;-0.0176;0.0425;0.9995;1.001
2.6670;-0.0176;0.0423;0.9995;1.001
2.7210;-0.0171;0.0420;0.9995;1.000
2.7230;-0.0171;0.0420;0.9995;1.000
2.7250;-0.0178;0.0428;0.9999;1.001
2.7260;-0.0176;0.0432;1.0002;1.001
2.7270;-0.0178;0.0440;1.0007;1.002
2.7280;-0.0176;0.0445;1.0012;1.002
2.7300;-0.0183;0.0445;1.0009;1.002
2.7330;-0.0188;0.0442;1.0007;1.002
2.7350;-0.0188;0.0437;1.0002;1.001
2.7490;-0.0183;0.0435;0.9997;1.001
2.7520;-0.0178;0.0435;0.9995;1.001
2.7530;-0.0176;0.0437;0.9992;1.000
2.7550;-0.0173;0.0440;0.9987;1.000
2.7560;-0.0169;0.0440;0.9980;0.999
2.7570;-0.0161;0.0440;0.9975;0.999
2.8350;-0.0176;0.0437;0.9985;1.000
2.8370;-0.0178;0.0437;0.9985;1.000
2.8380;-0.0188;0.0437;0.9987;1.000
2.8890;-0.0191;0.0435;0.9997;1.001
2.8910;-0.0171;0.0435;0.9992;1.000
2.8920;-0.0137;0.0430;0.9985;0.999
2.8940;-0.0081;0.0425;0.9980;0.999
2.8960;-0.0032;0.0423;0.9968;0.998
2.8980;0.0012;0.0420;0.9963;0.997
2.8990;-0.0012;0.0423;0.9975;0.998
2.9010;-0.0059;0.0425;0.9985;0.999
2.9020;-0.0107;0.0430;0.9999;1.001
2.9200;-0.0144;0.0430;0.9999;1.001
2.9220;-0.0139;0.0428;0.9997;1.001
2.9230;-0.0164;0.0430;0.9977;0.999
2.9250;-0.0186;0.0430;0.9953;0.996
2.9260;-0.0279;0.0442;0.9982;1.000
3.0160;-0.0244;0.0437;0.9973;0.999
3.0170;-0.0181;0.0428;0.9980;0.999
3.0190;-0.0151;0.0428;0.9995;1.000
3.0520;-0.0122;0.0425;0.9975;0.998
3.0530;-0.0220;0.0440;0.9995;1.001
3.0550;-0.0242;0.0447;1.0007;1.002
3.0560;-0.0217;0.0442;0.9999;1.001
3.0570;-0.0129;0.0432;0.9980;0.999
3.0580;-0.0088;0.0425;0.9968;0.998
3.0710;-0.0100;0.0425;0.9965;0.997
3.0720;-0.0125;0.0428;0.9975;0.998
3.0740;-0.0144;0.0430;0.9982;0.999
3.0750;-0.0117;0.0430;0.9982;0.999
3.1370;-0.0137;0.0425;0.9985;0.999
3.1390;-0.0144;0.0425;0.9990;1.000
3.1410;-0.0156;0.0425;0.9997;1.001
3.1440;-0.0161;0.0425;0.9997;1.001
3.1460;-0.0154;0.0428;0.9997;1.001
3.1920;-0.0159;0.0425;0.9995;1.000
3.1930;-0.0161;0.0430;0.9995;1.001
3.1950;-0.0188;0.0442;1.0004;1.002
3.1960;-0.0203;0.0457;1.0009;1.002
3.1980;-0.0225;0.0481;1.0021;1.004
3.1990;-0.0249;0.0498;1.0031;1.005
3.2140;-0.0242;0.0479;1.0024;1.004
3.2150;-0.0208;0.0467;1.0021;1.003
3.4200;-0.0166;0.0445;1.0012;1.002
3.4220;-0.0132;0.0418;0.9995;1.000
3.4230;-0.0125;0.0430;1.0002;1.001
3.4800;-0.0144;0.0435;1.0004;1.001
3.4820;-0.0156;0.0435;0.9995;1.001
3.4830;-0.0154;0.0442;0.9995;1.001
3.4850;-0.0139;0.0440;0.9985;1.000
3.4880;-0.0139;0.0435;0.9977;0.999
3.4890;-0.0154;0.0435;0.9982;0.999
3.4910;-0.0176;0.0432;0.9985;1.000
3.4920;-0.0173;0.0425;0.9985;1.000
3.4940;-0.0156;0.0420;0.9982;0.999
3.4950;-0.0142;0.0415;0.9982;0.999
3.4960;-0.0137;0.0413;0.9990;1.000
3.4980;-0.0156;0.0415;0.9999;1.001
3.4990;-0.0159;0.0413;1.0004;1.001
3.5000;-0.0159;0.0410;1.0004;1.001
3.5020;-0.0149;0.0406;0.9997;1.001
3.5040;-0.0139;0.0406;0.9990;1.000
3.5050;-0.0151;0.0401;0.9980;0.999
3.5060;-0.0156;0.0396;0.9973;0.998
3.5080;-0.0164;0.0418;0.9980;0.999
3.5090;-0.0171;0.0435;0.9987;1.000
3.5110;-0.0193;0.0454;0.9997;1.001
3.5120;-0.0208;0.0489;1.0014;1.003
3.5130;-0.0220;0.0496;1.0017;1.003
3.5150;-0.0225;0.0498;1.0014;1.003
3.5160;-0.0200;0.0491;1.0007;1.002
3.5290;-0.0183;0.0469;0.9992;1.000
3.5310;-0.0164;0.0459;0.9985;1.000
3.5330;-0.0156;0.0445;0.9980;0.999
3.5340;-0.0159;0.0447;0.9985;1.000
3.5380;-0.0151;0.0445;0.9990;1.000
3.5390;-0.0147;0.0432;0.9992;1.000
3.5410;-0.0137;0.0430;0.9997;1.001
3.5420;-0.0137;0.0432;1.0002;1.001
3.5880;-0.0147;0.0440;1.0007;1.002
3.5890;-0.0159;0.0445;1.0002;1.001
3.6370;-0.0164;0.0445;0.9995;1.001
3.6400;-0.0159;0.0440;0.9987;1.000
3.6410;-0.0149;0.0432;0.9985;1.000
3.6420;-0.0139;0.0428;0.9990;1.000
3.6570;-0.0137;0.0428;0.9997;1.001
3.6590;-0.0139;0.0430;0.9995;1.000
3.6600;-0.0149;0.0435;0.9992;1.000
3.6620;-0.0156;0.0437;0.9987;1.000
3.6630;-0.0178;0.0450;0.9992;1.000
3.7090;-0.0195;0.0459;1.0007;1.002
3.7100;-0.0198;0.0462;1.0007;1.002
3.7120;-0.0198;0.0454;1.0002;1.001
3.7140;-0.0183;0.0437;0.9987;1.000
3.7270;-0.0183;0.0435;0.9982;0.999
3.7290;-0.0186;0.0428;0.9985;1.000
3.7310;-0.0191;0.0430;0.9992;1.000
3.7330;-0.0178;0.0437;0.9999;1.001
3.7350;-0.0159;0.0428;0.9990;1.000
3.7810;-0.0149;0.0430;0.9982;0.999
3.7950;-0.0142;0.0435;0.9982;0.999
3.7970;-0.0147;0.0430;0.9975;0.999
3.7990;-0.0144;0.0428;0.9975;0.999
3.8010;-0.0147;0.0428;0.9982;0.999
3.8020;-0.0147;0.0425;0.9982;0.999
3.8150;-0.0151;0.0425;0.9990;1.000
3.8170;-0.0156;0.0430;0.9997;1.001
3.8640;-0.0156;0.0432;0.9997;1.001
3.8770;-0.0159;0.0432;0.9997;1.001
3.8810;-0.0159;0.0435;0.9990;1.000
3.8820;-0.0159;0.0432;0.9982;0.999
3.8830;-0.0161;0.0430;0.9985;1.000
3.8850;-0.0166;0.0432;0.9985;1.000
3.8990;-0.0173;0.0435;0.9992;1.000
3.9000;-0.0193;0.0440;0.9999;1.001
3.9150;-0.0210;0.0445;0.9997;1.001
3.9160;-0.0222;0.0447;0.9997;1.001
4.0390;-0.0230;0.0447;0.9992;1.000
4.0530;-0.0225;0.0445;0.9987;1.000
4.0550;-0.0208;0.0440;0.9985;1.000
4.0560;-0.0178;0.0430;0.9970;0.998
4.0570;-0.0154;0.0423;0.9960;0.997
4.0590;-0.0129;0.0415;0.9963;0.997
4.0620;-0.0132;0.0410;0.9965;0.997
4.0640;-0.0147;0.0410;0.9980;0.999
4.0650;-0.0154;0.0413;0.9992;1.000
4.0660;-0.0161;0.0418;0.9985;0.999
4.0680;-0.0154;0.0423;0.9975;0.999
4.0690;-0.0151;0.0423;0.9975;0.999
4.0700;-0.0156;0.0420;0.9977;0.999
4.0720;-0.0169;0.0418;0.9990;1.000
4.0850;-0.0186;0.0437;1.0004;1.002
4.0870;-0.0198;0.0462;1.0009;1.002
4.0880;-0.0225;0.0486;1.0014;1.003
4.0910;-0.0237;0.0496;1.0012;1.003
4.1430;-0.0244;0.0484;1.0007;1.002
4.1560;-0.0244;0.0472;1.0004;1.002
4.1590;-0.0127;0.0564;1.0210;1.023
4.1610;-0.0017;0.0669;1.0420;1.044
4.1630;0.0884;0.0589;0.9821;0.988
4.1660;0.1779;0.0508;0.9220;0.940
4.2170;0.1542;0.0340;0.9408;0.954
4.2220;0.1676;0.0300;0.9179;0.934
4.4510;0.1019;0.0447;0.9758;0.982
4.4570;0.0327;0.0467;1.0317;1.033
4.4580;0.0662;0.0540;0.9784;0.982
4.4600;0.0625;0.0484;0.9670;0.970
4.4610;0.0515;0.0332;0.9613;0.963
4.4630;0.0481;0.0430;0.9657;0.968
4.4650;0.0450;0.0457;0.9797;0.982
4.4680;0.0310;0.0418;0.9992;1.001
4.4690;0.0129;0.0459;1.0254;1.026
4.4710;-0.0093;0.0379;1.0434;1.044
4.4720;0.0139;0.0322;0.9872;0.988
4.4730;0.0132;0.0362;1.0214;1.022
4.4750;0.0239;0.0415;1.0432;1.044
4.4770;0.0401;0.0469;1.0156;1.017
4.4780;0.0107;0.0498;1.0622;1.063
4.4800;0.0120;0.0459;1.0227;1.024
4.4810;0.0227;0.0467;0.9706;0.972
4.4820;0.0281;0.0474;0.9679;0.970
4.4840;0.0340;0.0384;0.9748;0.976
4.4850;0.0388;0.0423;0.9863;0.988
4.4860;0.0342;0.0415;1.0102;1.012
4.4880;0.0342;0.0425;1.0200;1.021
4.4890;0.0337;0.0533;1.0202;1.022
4.4900;0.0322;0.0472;0.9904;0.992
4.4910;0.0198;0.0403;0.9787;0.980
4.4930;0.0027;0.0318;0.9811;0.982
4.4940;-0.0076;0.0222;0.9789;0.979
4.5080;-0.0024;0.0408;1.0039;1.005
4.5100;0.0137;0.0601;1.0107;1.013
4.5120;0.0237;0.0733;1.0227;1.026
4.5130;0.0203;0.0603;1.0319;1.034
4.5140;0.0076;0.0271;1.0298;1.030
4.5150;0.0291;0.0068;0.9916;0.992
4.5640;0.0134;0.0010;0.9973;0.997
4.5660;0.0044;0.0222;1.0102;1.010
4.5670;0.0095;0.0362;1.0190;1.020
4.6150;-0.0195;0.0371;1.0637;1.065
4.6200;0.0129;0.0347;1.0312;1.032
4.6210;0.0210;0.0384;1.0183;1.019
4.6220;0.0149;0.0493;1.0095;1.011
4.6240;0.0154;0.0476;0.9975;0.999
4.6370;-0.0037;0.0454;1.0119;1.013
4.6380;0.0017;0.0371;1.0068;1.007
4.6400;-0.0032;0.0464;0.9970;0.998
4.6410;0.0107;0.0579;0.9968;0.999
4.6420;0.0259;0.0650;0.9985;1.001
4.6910;0.0303;0.0528;0.9892;0.991
4.7170;0.0308;0.0237;0.9951;0.996
4.7190;0.0059;0.0051;0.9946;0.995
4.7200;-0.0088;0.0205;0.9958;0.996
4.7270;-0.0127;0.0552;1.0080;1.010
4.7290;-0.0029;0.0706;1.0085;1.011
4.7440;0.0151;0.0728;0.9806;0.983
4.7450;0.0230;0.0410;0.9511;0.952
4.7460;0.0235;0.0274;0.9599;0.961
4.7480;0.0235;0.0310;0.9875;0.988
4.7520;0.0151;0.0479;1.0434;1.045
4.8010;0.0183;0.0523;1.0498;1.051
4.8040;0.0313;0.0581;1.0410;1.043
4.8240;0.0452;0.0652;1.0146;1.018
4.8260;0.0476;0.0484;0.9841;0.986
4.8270;0.0386;0.0440;1.0031;1.005
4.8290;0.0056;0.0386;1.0004;1.001
4.8300;0.0093;0.0298;1.0095;1.010
4.8520;0.0244;0.0450;1.0227;1.024
4.8530;0.0352;0.0428;0.9755;0.977
4.8540;0.0452;0.0403;1.0095;1.011
4.9020;0.0186;0.0413;1.0317;1.033
4.9040;0.0249;0.0445;1.0249;1.026
4.9190;0.0032;0.0628;1.0771;1.079
4.9200;0.0037;0.0628;1.0469;1.049
4.9220;0.0200;0.0557;1.0061;1.008
4.9230;0.0144;0.0376;0.9863;0.987
4.9240;0.0413;0.0217;0.9677;0.969
4.9390;0.0396;0.0281;0.9792;0.980
4.9850;0.0220;0.0415;1.0012;1.002
4.9870;0.0176;0.0655;1.0192;1.021
5.0030;0.0107;0.0643;1.0236;1.026
5.0050;0.0325;0.0408;0.9980;0.999
5.0060;0.0354;0.0181;0.9894;0.990
5.0070;0.0447;0.0186;0.9714;0.973
5.0090;0.0564;0.0442;0.9670;0.970
5.0250;0.0445;0.0413;0.9933;0.995
5.0320;0.0577;0.0506;0.9684;0.971
5.0330;0.0403;0.0349;0.9650;0.966
5.1520;0.0032;0.0151;1.0019;1.002
5.1540;-0.0103;0.0239;1.0080;1.008
5.1700;0.0010;0.0537;1.0261;1.027
5.1710;-0.0105;0.0225;1.0246;1.025
5.1730;-0.0022;-0.0046;0.9828;0.983
5.1740;0.0103;0.0066;0.9887;0.989
5.1770;-0.0066;-0.0117;0.9955;0.996
5.1780;-0.0007;0.0310;1.0219;1.022
5.1800;0.0166;0.0547;1.0119;1.014
5.1810;-0.0042;0.0752;0.9980;1.001
5.1830;-0.0266;0.0914;1.0053;1.010
5.1840;-0.0029;0.0469;0.9699;0.971
5.1870;-0.0176;0.0789;1.0576;1.061
5.2040;0.0017;0.0757;1.1016;1.104
5.2090;0.0154;0.0337;1.0522;1.053
5.3410;-0.0171;0.0523;1.0456;1.047
5.3420;-0.0122;0.0366;0.9821;0.983
5.3440;0.0090;0.0213;0.9242;0.924
5.4670;0.0359;0.0447;0.9596;0.961
5.4690;0.0281;0.0591;1.0144;1.016
5.4720;0.0415;0.0579;0.9868;0.989
5.4730;0.0386;0.0564;0.9535;0.956
5.4740;0.0005;0.0239;0.9508;0.951
5.4760;0.0362;0.0259;0.9394;0.940
5.4770;0.0401;0.0203;0.9804;0.981
5.4780;0.0266;0.0281;1.0190;1.020
5.4790;0.0484;0.0669;1.0271;1.030
5.4810;0.0335;0.0562;1.0105;1.013
5.4820;0.0208;0.0547;1.0095;1.011
5.4830;0.0254;0.0398;1.0109;1.012
5.4840;0.0298;0.0559;1.0119;1.014
5.4860;0.0215;0.0396;1.0102;1.011
5.4870;0.0110;0.0139;0.9929;0.993
5.4890;0.0300;0.0176;1.0026;1.003
5.4900;0.0078;-0.0237;0.9745;0.975
5.4910;-0.0042;-0.0083;0.9633;0.963
5.5090;-0.0095;0.0239;1.0183;1.019
5.5110;-0.0012;0.0581;0.9645;0.966
5.5130;0.0486;0.1063;0.9491;0.956
5.5140;0.0508;0.1141;0.9824;0.990
5.5180;0.0464;0.1051;0.9494;0.956
5.5210;0.0051;0.0650;1.0046;1.007
5.5230;-0.0232;0.0213;1.0170;1.018
5.5240;-0.0039;0.0178;0.9809;0.981
5.5260;0.0149;0.0445;0.9728;0.974
5.5270;0.0137;0.0191;0.9660;0.966
5.5280;-0.0005;-0.0027;1.0019;1.002
5.5320;0.0034;0.0173;1.0491;1.049
5.5830;0.0051;-0.0149;1.0156;1.016
5.5870;0.0205;0.0046;0.9743;0.975
5.5880;0.0198;0.0310;0.9677;0.968
5.5900;0.0010;0.0156;0.9499;0.950
