time;gFx;gFy;gFz;TgF
0.8410;-0.0032;0.0347;0.9999;1.001
0.8510;-0.0037;0.0347;0.9999;1.001
0.8520;-0.0034;0.0344;0.9995;1.000
0.8540;-0.0034;0.0347;0.9987;0.999
0.8690;-0.0017;0.0344;0.9987;0.999
0.8720;-0.0007;0.0342;0.9985;0.999
0.8740;-0.0005;0.0342;0.9987;0.999
0.8750;0.0005;0.0369;1.0051;1.006
0.8770;0.0005;0.0342;1.0024;1.003
0.8780;0.0012;0.0315;0.9999;1.000
0.8790;0.0012;0.0335;1.0014;1.002
0.8820;0.0015;0.0303;0.9938;0.994
0.8830;0.0017;0.0325;0.9948;0.995
0.8840;0.0005;0.0362;0.9975;0.998
0.8850;-0.0010;0.0337;0.9955;0.996
0.8870;-0.0034;0.0337;0.9965;0.997
0.8880;-0.0064;0.0347;0.9987;0.999
0.9380;-0.0078;0.0342;0.9992;1.000
0.9400;-0.0093;0.0354;1.0002;1.001
0.9420;-0.0078;0.0362;1.0009;1.002
0.9430;-0.0059;0.0359;1.0004;1.001
0.9920;-0.0032;0.0354;0.9997;1.000
0.9940;-0.0002;0.0344;0.9999;1.001
0.9950;-0.0002;0.0340;1.0004;1.001
0.9970;0.0017;0.0340;1.0002;1.001
0.9980;0.0015;0.0337;1.0004;1.001
1.0120;0.0020;0.0337;0.9999;1.001
1.0140;0.0010;0.0337;0.9997;1.000
1.0150;-0.0020;0.0332;1.0002;1.001
1.0180;-0.0024;0.0335;0.9992;1.000
1.0200;-0.0027;0.0340;0.9992;1.000
1.0210;-0.0015;0.0344;0.9990;1.000
1.1050;-0.0005;0.0347;0.9982;0.999
1.1090;0.0002;0.0354;0.9990;1.000
1.1370;0.0007;0.0359;0.9987;0.999
1.1400;0.0005;0.0357;0.9990;1.000
1.1420;-0.0002;0.0357;0.9997;1.000
1.1430;-0.0017;0.0349;1.0002;1.001
1.1440;-0.0032;0.0347;1.0002;1.001
1.1450;-0.0037;0.0347;0.9995;1.000
1.1590;-0.0034;0.0347;0.9987;0.999
1.1610;-0.0037;0.0349;0.9982;0.999
1.1620;-0.0039;0.0347;0.9982;0.999
1.1700;-0.0037;0.0354;0.9982;0.999
1.2370;-0.0027;0.0357;0.9987;0.999
1.2400;-0.0012;0.0357;0.9990;1.000
1.2410;-0.0010;0.0357;0.9990;1.000
1.2420;-0.0012;0.0352;0.9995;1.000
1.2920;-0.0022;0.0352;0.9995;1.000
1.2940;-0.0024;0.0354;0.9995;1.000
1.2970;-0.0024;0.0357;0.9997;1.000
1.2980;-0.0027;0.0359;0.9997;1.000
1.3000;-0.0027;0.0357;0.9997;1.000
1.3020;-0.0034;0.0352;0.9997;1.000
1.3030;-0.0020;0.0342;0.9995;1.000
1.3040;-0.0002;0.0335;0.9990;1.000
1.3050;0.0012;0.0332;0.9985;0.999
1.3190;0.0017;0.0335;0.9987;0.999
1.3210;0.0015;0.0337;0.9987;0.999
1.3220;0.0010;0.0337;0.9990;1.000
1.3240;0.0002;0.0342;0.9995;1.000
1.3250;0.0000;0.0342;0.9990;1.000
1.3730;-0.0007;0.0347;0.9990;1.000
1.3740;-0.0007;0.0347;0.9990;1.000
1.3760;-0.0010;0.0347;0.9985;0.999
1.3910;-0.0007;0.0347;0.9982;0.999
1.3930;-0.0010;0.0344;0.9987;0.999
1.3950;-0.0020;0.0347;0.9992;1.000
1.3960;-0.0029;0.0344;0.9995;1.000
1.3980;-0.0039;0.0347;0.9997;1.000
1.4450;-0.0044;0.0352;0.9992;1.000
1.4610;-0.0046;0.0354;0.9990;1.000
1.4630;-0.0039;0.0354;0.9990;1.000
1.4650;-0.0032;0.0349;0.9990;1.000
1.4660;-0.0020;0.0347;0.9992;1.000
1.4670;-0.0022;0.0347;0.9990;1.000
1.4830;-0.0029;0.0349;0.9990;1.000
1.4850;-0.0034;0.0354;0.9992;1.000
1.5320;-0.0044;0.0357;0.9992;1.000
1.5340;-0.0039;0.0362;0.9990;1.000
1.5490;-0.0029;0.0357;0.9992;1.000
1.5510;-0.0022;0.0349;0.9992;1.000
1.5530;-0.0002;0.0344;0.9987;0.999
1.5540;0.0005;0.0332;0.9990;1.000
1.5550;0.0007;0.0330;0.9987;0.999
1.5700;0.0005;0.0335;0.9985;0.999
1.5710;-0.0007;0.0337;0.9987;0.999
1.5730;-0.0010;0.0344;0.9987;0.999
1.6200;-0.0012;0.0347;0.9992;1.000
1.6220;-0.0015;0.0342;0.9992;1.000
1.6360;-0.0020;0.0337;0.9992;1.000
1.6380;-0.0024;0.0337;0.9992;1.000
1.6410;-0.0029;0.0342;0.9987;0.999
1.6430;-0.0022;0.0344;0.9992;1.000
1.6560;-0.0020;0.0344;0.9995;1.000
1.6580;-0.0017;0.0340;0.9997;1.000
2.0190;0.0022;0.0340;0.9997;1.000
2.0210;-0.0022;0.0344;0.9995;1.000
2.0230;-0.0061;0.0352;0.9995;1.000
2.0240;-0.0061;0.0359;1.0004;1.001
2.0250;-0.0068;0.0357;1.0002;1.001
2.0270;-0.0000;0.0352;0.9997;1.000
2.0280;0.0010;0.0352;0.9999;1.001
2.0300;0.0020;0.0349;0.9990;1.000
2.0310;-0.0000;0.0352;0.9995;1.000
2.0340;-0.0017;0.0352;0.9997;1.000
2.0360;0.0024;0.0347;0.9992;1.000
2.0370;-0.0010;0.0349;0.9992;1.000
2.0380;-0.0007;0.0349;0.9985;0.999
2.0400;-0.0007;0.0352;0.9980;0.999
2.0410;-0.0010;0.0352;0.9985;0.999
2.0430;0.0005;0.0349;0.9980;0.999
2.0440;-0.0017;0.0349;0.9982;0.999
2.0450;-0.0027;0.0347;0.9987;0.999
2.0470;-0.0032;0.0349;0.9985;0.999
2.0480;-0.0017;0.0349;0.9990;1.000
2.0500;-0.0005;0.0342;0.9992;1.000
2.0510;-0.0005;0.0337;0.9992;1.000
2.0530;0.0002;0.0332;0.9992;1.000
2.0540;0.0000;0.0327;0.9992;1.000
2.0550;0.0000;0.0330;0.9995;1.000
2.0570;-0.0010;0.0337;0.9997;1.000
2.0580;-0.0027;0.0342;0.9997;1.000
2.0600;-0.0034;0.0347;0.9997;1.000
2.0610;-0.0042;0.0352;0.9997;1.000
2.0620;-0.0032;0.0357;0.9997;1.000
2.0640;-0.0024;0.0362;0.9997;1.000
2.0650;-0.0020;0.0364;0.9997;1.000
2.0670;-0.0015;0.0366;0.9997;1.000
2.0810;-0.0024;0.0364;0.9999;1.001
2.0840;-0.0027;0.0359;0.9997;1.000
2.0850;-0.0027;0.0357;0.9995;1.000
2.0870;-0.0029;0.0359;0.9990;1.000
2.0880;-0.0029;0.0354;0.9985;0.999
2.0900;-0.0037;0.0352;0.9985;0.999
2.0920;-0.0032;0.0352;0.9992;1.000
2.0940;-0.0015;0.0347;0.9987;0.999
2.0950;0.0007;0.0349;0.9980;0.999
2.0960;0.0020;0.0344;0.9982;0.999
2.1440;0.0020;0.0342;0.9975;0.998
2.1930;0.0010;0.0340;0.9982;0.999
2.1950;-0.0005;0.0340;0.9990;1.000
2.1980;-0.0010;0.0347;0.9987;0.999
2.2000;-0.0017;0.0344;0.9990;1.000
2.2010;-0.0020;0.0344;0.9990;1.000
2.2460;-0.0017;0.0342;0.9990;1.000
2.2480;-0.0007;0.0342;0.9992;1.000
2.2500;-0.0007;0.0344;0.9995;1.000
2.2510;-0.0012;0.0344;0.9999;1.001
2.2530;-0.0020;0.0342;1.0002;1.001
2.2540;-0.0027;0.0342;0.9997;1.000
2.2560;-0.0022;0.0344;0.9990;1.000
2.2700;-0.0024;0.0349;0.9987;0.999
2.2720;-0.0024;0.0357;0.9987;0.999
2.2740;-0.0042;0.0359;0.9990;1.000
2.2750;-0.0044;0.0364;0.9997;1.000
2.2760;-0.0039;0.0366;0.9999;1.001
2.3240;-0.0039;0.0362;0.9997;1.000
2.3390;-0.0032;0.0359;0.9999;1.001
2.3410;-0.0039;0.0354;0.9997;1.000
2.3430;-0.0037;0.0352;0.9997;1.000
2.3450;-0.0027;0.0349;1.0004;1.001
2.3470;-0.0015;0.0344;1.0009;1.002
2.3610;-0.0005;0.0340;1.0009;1.001
2.3630;0.0002;0.0340;1.0007;1.001
2.3650;0.0007;0.0347;1.0002;1.001
2.3660;0.0010;0.0347;0.9992;1.000
2.4130;0.0015;0.0347;0.9987;0.999
2.4270;0.0015;0.0340;0.9987;0.999
2.4290;0.0017;0.0330;0.9990;1.000
2.4300;0.0022;0.0327;0.9997;1.000
2.4320;0.0020;0.0330;1.0004;1.001
2.4330;0.0010;0.0330;1.0004;1.001
2.4470;-0.0002;0.0332;1.0002;1.001
2.4490;-0.0020;0.0342;0.9997;1.000
2.4950;-0.0029;0.0342;0.9997;1.000
2.5090;-0.0034;0.0344;0.9999;1.001
2.5120;-0.0046;0.0349;1.0004;1.001
2.5130;-0.0054;0.0347;1.0012;1.002
2.5150;-0.0054;0.0349;1.0004;1.001
2.5170;-0.0042;0.0349;0.9999;1.001
2.5320;-0.0022;0.0347;0.9992;1.000
2.5330;-0.0012;0.0347;0.9990;1.000
2.6180;-0.0017;0.0344;0.9992;1.000
2.6200;-0.0034;0.0344;0.9992;1.000
2.6510;-0.0042;0.0342;0.9990;1.000
2.6530;0.0042;0.0340;0.9980;0.999
2.6540;0.0132;0.0340;0.9975;0.998
2.6550;0.0117;0.0337;1.0009;1.002
2.6690;0.0095;0.0327;0.9995;1.000
2.6710;-0.0007;0.0315;0.9982;0.999
2.6720;-0.0066;0.0313;0.9980;0.999
2.6740;-0.0020;0.0313;0.9938;0.994
2.6750;-0.0027;0.0320;0.9948;0.995
2.7030;-0.0044;0.0337;0.9968;0.997
2.7060;-0.0105;0.0344;0.9977;0.998
2.9370;-0.0044;0.0337;0.9970;0.998
2.9390;-0.0020;0.0344;0.9992;1.000
2.9410;0.0015;0.0342;1.0004;1.001
2.9980;0.0010;0.0340;1.0014;1.002
3.0020;0.0024;0.0344;1.0009;1.002
3.0030;0.0127;0.0337;0.9975;0.998
3.0040;0.0078;0.0347;0.9987;0.999
3.0050;0.0068;0.0357;1.0002;1.001
3.0070;-0.0054;0.0357;1.0026;1.003
3.0080;-0.0127;0.0374;1.0051;1.006
3.0100;-0.0049;0.0374;1.0029;1.004
3.0110;-0.0010;0.0354;0.9999;1.001
3.0130;0.0044;0.0379;1.0009;1.002
3.0140;0.0049;0.0386;1.0019;1.003
3.0150;-0.0000;0.0366;1.0012;1.002
3.0160;0.0027;0.0381;1.0026;1.003
3.0180;0.0010;0.0369;1.0024;1.003
3.0190;-0.0005;0.0349;1.0012;1.002
3.0210;0.0017;0.0352;1.0014;1.002
3.0220;0.0002;0.0340;1.0002;1.001
3.0230;-0.0022;0.0337;0.9992;1.000
3.0250;0.0005;0.0335;0.9982;0.999
3.0260;0.0049;0.0337;0.9975;0.998
3.0270;0.0105;0.0349;0.9985;0.999
3.0280;0.0171;0.0352;0.9992;1.000
3.0300;0.0095;0.0362;1.0021;1.003
3.0310;0.0044;0.0386;1.0046;1.005
3.0320;-0.0020;0.0401;1.0053;1.006
3.0340;-0.0022;0.0364;1.0002;1.001
3.0350;-0.0046;0.0357;1.0007;1.001
3.0360;-0.0095;0.0335;1.0017;1.002
3.0510;-0.0073;0.0315;1.0007;1.001
3.0520;-0.0090;0.0342;1.0048;1.005
3.0540;0.0002;0.0340;1.0021;1.003
3.0550;0.0059;0.0342;0.9999;1.001
3.0560;0.0044;0.0342;0.9997;1.000
3.0570;0.0007;0.0342;0.9999;1.001
3.0590;-0.0042;0.0344;0.9999;1.001
3.0600;-0.0054;0.0342;0.9995;1.000
3.1080;-0.0020;0.0337;0.9985;0.999
3.1100;-0.0022;0.0342;0.9985;0.999
3.1570;-0.0012;0.0344;0.9987;0.999
3.1590;0.0022;0.0344;0.9990;1.000
3.1610;0.0022;0.0357;1.0007;1.001
3.1620;0.0059;0.0364;1.0017;1.002
3.1630;0.0049;0.0359;1.0009;1.002
3.1650;0.0015;0.0357;1.0002;1.001
3.1660;-0.0027;0.0349;0.9995;1.000
3.1800;-0.0056;0.0340;0.9985;0.999
3.1830;-0.0039;0.0342;0.9992;1.000
3.1840;-0.0007;0.0347;0.9995;1.000
3.1860;0.0010;0.0344;0.9992;1.000
3.1870;0.0015;0.0344;0.9992;1.000
3.2320;-0.0017;0.0349;0.9992;1.000
3.3180;0.0002;0.0344;0.9987;0.999
3.3300;0.0032;0.0342;0.9977;0.998
3.3310;-0.0068;0.0359;0.9990;1.000
3.3330;-0.0015;0.0352;1.0007;1.001
3.3340;-0.0027;0.0352;1.0034;1.004
3.3630;0.0049;0.0349;1.0012;1.002
3.3650;0.0254;0.0327;0.9968;0.998
3.3660;0.0232;0.0337;0.9953;0.996
3.3670;0.0142;0.0342;0.9955;0.996
3.3700;-0.0037;0.0349;1.0007;1.001
3.3710;-0.0100;0.0352;1.0021;1.003
3.3720;-0.0086;0.0344;1.0019;1.003
3.3740;-0.0002;0.0342;0.9999;1.001
3.3750;0.0076;0.0337;0.9953;0.996
3.3760;0.0027;0.0357;0.9982;0.999
3.3900;0.0010;0.0374;0.9995;1.000
3.3910;0.0029;0.0357;0.9982;0.999
3.4210;0.0054;0.0342;0.9997;1.000
3.4230;0.0112;0.0327;0.9982;0.999
3.4240;0.0105;0.0305;0.9965;0.997
3.4260;0.0061;0.0318;0.9973;0.998
3.4310;-0.0027;0.0344;0.9987;0.999
3.4780;-0.0034;0.0349;0.9990;1.000
3.4800;0.0024;0.0362;0.9995;1.000
3.4820;0.0599;0.0300;1.0146;1.017
3.5320;0.0765;0.0249;0.9919;0.995
3.5330;0.0828;0.0200;0.9694;0.973
3.5340;0.0831;0.0271;1.0029;1.007
3.5360;0.0552;0.0310;0.9496;0.952
3.5370;0.0726;0.0325;0.9335;0.937
3.5520;0.0462;0.0386;0.9787;0.981
3.5540;0.0259;0.0327;0.9679;0.969
3.5550;-0.0073;0.0359;0.9963;0.997
3.5560;-0.0237;0.0369;1.0305;1.031
3.5590;0.0037;0.0332;1.0034;1.004
3.5610;-0.0012;0.0300;0.9833;0.984
3.6060;0.0042;0.0335;0.9965;0.997
3.6090;-0.0073;0.0391;1.0039;1.005
3.6240;-0.0332;0.0354;0.9975;0.999
3.6260;-0.0098;0.0425;0.9973;0.998
3.6270;-0.0071;0.0445;0.9968;0.998
3.6290;-0.0149;0.0374;1.0046;1.005
3.6310;-0.0083;0.0396;1.0261;1.027
3.6440;-0.0261;0.0359;1.0105;1.011
3.6910;-0.0535;0.0332;1.0268;1.029
3.6930;-0.0704;0.0396;1.0349;1.038
3.9540;-0.0535;0.0408;1.0117;1.014
3.9550;-0.0503;0.0396;1.0263;1.028
3.9570;-0.0376;0.0374;1.0090;1.010
3.9590;-0.0103;0.0369;0.9902;0.991
3.9600;-0.0259;0.0359;1.0090;1.010
3.9620;-0.0205;0.0320;1.0139;1.015
3.9630;-0.0061;0.0335;1.0117;1.012
3.9640;-0.0061;0.0293;1.0061;1.006
3.9660;0.0032;0.0308;0.9941;0.995
3.9690;0.0054;0.0344;0.9938;0.994
3.9700;-0.0015;0.0327;1.0007;1.001
3.9720;-0.0032;0.0340;1.0021;1.003
3.9730;-0.0095;0.0354;1.0092;1.010
3.9750;-0.0088;0.0347;1.0046;1.005
3.9760;-0.0039;0.0340;0.9980;0.999
3.9770;-0.0022;0.0342;1.0009;1.002
3.9790;0.0042;0.0342;0.9982;0.999
3.9800;0.0078;0.0344;0.9968;0.997
3.9820;0.0059;0.0349;0.9975;0.998
3.9830;0.0017;0.0354;0.9990;1.000
3.9840;-0.0015;0.0357;0.9999;1.001
3.9860;-0.0020;0.0357;0.9997;1.000
3.9870;-0.0005;0.0357;0.9987;0.999
3.9890;0.0012;0.0354;0.9982;0.999
3.9900;0.0020;0.0354;0.9982;0.999
3.9920;0.0024;0.0357;0.9985;0.999
3.9930;0.0017;0.0357;0.9992;1.000
3.9940;0.0007;0.0359;0.9995;1.000
3.9950;0.0002;0.0362;0.9999;1.001
3.9960;0.0017;0.0362;0.9992;1.000
4.0110;0.0039;0.0362;0.9985;0.999
4.0120;0.0049;0.0357;0.9977;0.998
4.0130;0.0051;0.0352;0.9975;0.998
4.0150;0.0037;0.0347;0.9982;0.999
4.0160;0.0037;0.0344;0.9990;1.000
4.0180;0.0049;0.0347;0.9997;1.000
4.0690;0.0042;0.0352;0.9995;1.000
4.0710;0.0029;0.0357;0.9999;1.001
4.1200;0.0002;0.0359;1.0004;1.001
4.1220;0.0002;0.0362;0.9999;1.001
4.1230;0.0015;0.0357;0.9997;1.000
4.1240;0.0032;0.0352;0.9987;0.999
4.1250;0.0037;0.0349;0.9992;1.000
4.1400;0.0017;0.0349;0.9995;1.000
4.1420;0.0007;0.0354;0.9997;1.000
4.1430;0.0005;0.0357;0.9999;1.001
4.1440;0.0015;0.0357;0.9987;0.999
4.1450;0.0029;0.0354;0.9992;1.000
4.2410;0.0049;0.0357;0.9997;1.000
4.2420;0.0061;0.0362;1.0002;1.001
4.2440;0.0078;0.0359;1.0007;1.001
4.2680;0.0117;0.0344;0.9943;0.995
4.2810;0.0151;0.0325;0.9880;0.989
4.2830;0.0051;0.0342;0.9933;0.994
4.3040;0.0024;0.0335;0.9938;0.994
4.3050;-0.0032;0.0340;1.0007;1.001
4.3070;-0.0015;0.0359;1.0043;1.005
4.3080;0.0056;0.0332;0.9992;1.000
4.3100;0.0049;0.0337;0.9990;1.000
4.3110;0.0022;0.0344;0.9995;1.000
4.3120;-0.0078;0.0337;1.0031;1.004
4.3260;-0.0037;0.0344;1.0026;1.003
4.3270;0.0012;0.0347;1.0007;1.001
4.3300;0.0081;0.0347;0.9980;0.999
4.3320;0.0112;0.0342;0.9965;0.997
4.3330;0.0083;0.0337;0.9977;0.998
4.3340;0.0046;0.0337;1.0004;1.001
4.3820;0.0012;0.0342;1.0019;1.002
4.3840;0.0017;0.0347;1.0021;1.003
4.4370;0.0022;0.0347;1.0009;1.002
4.4390;0.0034;0.0352;0.9999;1.001
4.4410;0.0044;0.0352;1.0002;1.001
4.4420;0.0046;0.0357;1.0004;1.001
4.4450;0.0037;0.0362;1.0004;1.001
4.4580;0.0020;0.0362;1.0002;1.001
4.4610;0.0012;0.0359;0.9997;1.000
4.4620;0.0012;0.0354;0.9987;0.999
4.4630;0.0024;0.0349;0.9980;0.999
4.4640;0.0032;0.0342;0.9980;0.999
4.4660;0.0029;0.0337;0.9980;0.999
4.5130;0.0024;0.0335;0.9985;0.999
4.5150;0.0012;0.0337;0.9992;1.000
4.5300;0.0015;0.0335;0.9992;1.000
4.5320;0.0017;0.0332;0.9995;1.000
4.5330;0.0032;0.0330;0.9999;1.000
4.5340;0.0054;0.0322;1.0002;1.001
4.5350;0.0054;0.0327;0.9999;1.000
4.5500;0.0054;0.0332;1.0004;1.001
4.5510;0.0042;0.0337;1.0007;1.001
4.5980;0.0034;0.0344;1.0002;1.001
4.6130;0.0039;0.0344;0.9997;1.000
4.6140;0.0044;0.0344;0.9985;0.999
4.6200;0.0044;0.0344;0.9980;0.999
4.6210;0.0042;0.0342;0.9980;0.999
4.6220;0.0039;0.0342;0.9985;0.999
4.6370;0.0027;0.0340;0.9999;1.001
4.6400;0.0020;0.0337;1.0007;1.001
4.6420;0.0017;0.0340;1.0004;1.001
4.6870;0.0015;0.0347;1.0009;1.002
4.6900;0.0022;0.0357;1.0004;1.001
4.9420;0.0024;0.0359;0.9995;1.000
4.9440;0.0015;0.0359;1.0002;1.001
4.9450;0.0005;0.0354;1.0002;1.001
4.9470;0.0002;0.0347;0.9997;1.000
4.9480;0.0002;0.0347;0.9995;1.000
4.9500;0.0007;0.0344;0.9987;0.999
4.9530;0.0020;0.0344;0.9982;0.999
4.9540;0.0022;0.0354;0.9980;0.999
4.9550;0.0027;0.0364;0.9980;0.999
4.9560;0.0022;0.0364;0.9987;0.999
4.9580;0.0010;0.0362;0.9992;1.000
4.9590;0.0015;0.0354;0.9990;1.000
4.9610;0.0015;0.0342;0.9997;1.000
4.9620;0.0024;0.0340;0.9997;1.000
4.9630;0.0020;0.0342;1.0009;1.002
4.9640;0.0027;0.0330;0.9997;1.000
4.9650;0.0039;0.0322;0.9975;0.998
4.9670;0.0032;0.0335;0.9980;0.999
4.9680;0.0034;0.0330;0.9958;0.996
4.9700;0.0010;0.0337;0.9970;0.998
4.9710;-0.0002;0.0344;0.9990;1.000
4.9720;0.0005;0.0332;0.9982;0.999
4.9740;0.0015;0.0335;0.9990;1.000
4.9750;0.0024;0.0337;0.9997;1.000
4.9760;0.0022;0.0340;0.9997;1.000
4.9770;0.0022;0.0347;0.9995;1.000
4.9790;0.0022;0.0344;0.9990;1.000
4.9800;0.0022;0.0342;0.9985;0.999
4.9810;0.0020;0.0337;0.9985;0.999
4.9830;0.0022;0.0335;0.9987;0.999
4.9960;0.0027;0.0340;0.9992;1.000
4.9980;0.0024;0.0340;0.9995;1.000
4.9990;0.0032;0.0344;0.9997;1.000
5.0020;0.0032;0.0342;0.9999;1.001
5.0030;0.0034;0.0342;1.0002;1.001
5.0510;0.0044;0.0347;1.0007;1.001
5.1410;0.0037;0.0349;1.0007;1.001
5.1430;0.0024;0.0349;1.0002;1.001
5.1440;0.0010;0.0347;0.9997;1.000
5.1450;0.0002;0.0349;0.9995;1.000
5.1470;0.0002;0.0349;0.9997;1.000
5.1910;0.0007;0.0352;1.0004;1.001
5.1930;0.0017;0.0354;1.0012;1.002
5.1940;0.0020;0.0352;1.0012;1.002
5.1950;0.0024;0.0352;1.0007;1.001
5.1960;0.0027;0.0352;1.0007;1.001
5.2100;0.0024;0.0352;1.0007;1.001
5.2110;0.0024;0.0347;1.0007;1.001
5.2120;0.0027;0.0347;1.0004;1.001
5.2140;0.0032;0.0347;0.9997;1.000
5.2150;0.0024;0.0340;0.9990;1.000
5.2810;0.0022;0.0342;0.9990;1.000
5.2830;0.0017;0.0340;0.9992;1.000
5.2840;0.0020;0.0340;0.9997;1.000
5.2860;0.0024;0.0349;0.9999;1.001
5.2870;0.0022;0.0354;0.9999;1.001
5.2880;0.0022;0.0357;0.9992;1.000
5.2900;0.0015;0.0354;0.9987;0.999
5.2910;0.0017;0.0349;0.9985;0.999
5.3410;0.0017;0.0342;0.9987;0.999
5.3430;0.0015;0.0337;0.9997;1.000
5.3440;0.0022;0.0337;0.9999;1.001
5.3460;0.0029;0.0337;1.0002;1.001
5.3470;0.0039;0.0340;0.9999;1.001
5.3490;0.0039;0.0340;0.9992;1.000
5.3500;0.0032;0.0344;0.9992;1.000
5.3630;0.0024;0.0349;0.9992;1.000
5.3650;0.0015;0.0352;0.9992;1.000
5.3660;0.0015;0.0352;0.9995;1.000
5.3680;0.0012;0.0344;0.9992;1.000
5.3690;0.0012;0.0335;0.9992;1.000
5.4170;0.0015;0.0327;0.9992;1.000
5.4320;0.0017;0.0330;0.9990;1.000
5.4330;0.0020;0.0330;0.9992;1.000
5.4340;0.0020;0.0332;0.9992;1.000
5.4350;0.0027;0.0335;0.9990;1.000
5.4370;0.0024;0.0337;0.9995;1.000
5.4830;0.0022;0.0342;0.9995;1.000
5.4850;0.0017;0.0340;0.9995;1.000
5.5000;0.0017;0.0344;0.9999;1.001
5.5020;0.0027;0.0344;1.0002;1.001
5.5030;0.0032;0.0335;0.9997;1.000
5.5040;0.0034;0.0337;0.9999;1.001
5.5050;0.0024;0.0332;0.9999;1.001
5.5190;0.0022;0.0335;0.9997;1.000
5.5220;0.0024;0.0347;1.0002;1.001
5.5230;0.0024;0.0347;0.9997;1.000
5.5700;0.0024;0.0352;0.9992;1.000
5.5720;0.0017;0.0349;0.9990;1.000
5.5860;0.0012;0.0349;0.9987;0.999
5.5870;0.0007;0.0357;0.9992;1.000
5.5890;0.0002;0.0359;0.9997;1.000
5.5920;0.0005;0.0354;0.9999;1.001
5.5930;0.0007;0.0349;1.0002;1.001
5.6060;0.0017;0.0344;0.9999;1.001
5.6520;0.0022;0.0335;0.9995;1.000
5.6540;0.0020;0.0332;0.9992;1.000
