time;gFx;gFy;gFz;TgF
1.0330;-0.1671;-0.0098;0.9907;1.005
1.0350;-0.1656;-0.0095;0.9897;1.003
1.0750;-0.1656;-0.0100;0.9907;1.004
1.0770;-0.1661;-0.0103;0.9916;1.006
1.0780;-0.1683;-0.0105;0.9897;1.004
1.0940;-0.1700;-0.0105;0.9894;1.004
1.0980;-0.1732;-0.0105;0.9899;1.005
1.0990;-0.1769;-0.0103;0.9892;1.005
1.1010;-0.1793;-0.0098;0.9887;1.005
1.1030;-0.1808;-0.0098;0.9885;1.005
1.1050;-0.1808;-0.0098;0.9875;1.004
1.1510;-0.1786;-0.0103;0.9885;1.005
1.1530;-0.1749;-0.0105;0.9894;1.005
1.1680;-0.1722;-0.0103;0.9902;1.005
1.1700;-0.1683;-0.0098;0.9914;1.006
1.1720;-0.1656;-0.0098;0.9916;1.005
1.1730;-0.1644;-0.0100;0.9919;1.005
1.1750;-0.1617;-0.0103;0.9924;1.006
1.1930;-0.1617;-0.0107;0.9921;1.005
1.1960;-0.1617;-0.0107;0.9921;1.005
1.1980;-0.1622;-0.0110;0.9916;1.005
1.2350;-0.1642;-0.0112;0.9909;1.004
1.2500;-0.1639;-0.0110;0.9907;1.004
1.2520;-0.1647;-0.0115;0.9907;1.004
1.2530;-0.1649;-0.0117;0.9912;1.005
1.2550;-0.1661;-0.0117;0.9909;1.005
1.2690;-0.1678;-0.0115;0.9912;1.005
1.2840;-0.1686;-0.0105;0.9912;1.005
1.2860;-0.1691;-0.0100;0.9907;1.005
1.5240;-0.1683;-0.0095;0.9909;1.005
1.5260;-0.1678;-0.0098;0.9904;1.005
1.5270;-0.1671;-0.0100;0.9902;1.004
1.5290;-0.1666;-0.0098;0.9907;1.005
1.5300;-0.1664;-0.0098;0.9912;1.005
1.5330;-0.1661;-0.0103;0.9912;1.005
1.5340;-0.1661;-0.0107;0.9909;1.005
1.5360;-0.1661;-0.0112;0.9907;1.005
1.5370;-0.1664;-0.0115;0.9907;1.005
1.5390;-0.1666;-0.0112;0.9912;1.005
1.5410;-0.1676;-0.0112;0.9916;1.006
1.5430;-0.1686;-0.0107;0.9921;1.006
1.5450;-0.1693;-0.0105;0.9924;1.007
1.5460;-0.1700;-0.0100;0.9919;1.006
1.5480;-0.1703;-0.0093;0.9919;1.006
1.5490;-0.1705;-0.0090;0.9916;1.006
1.5510;-0.1698;-0.0090;0.9909;1.005
1.5530;-0.1686;-0.0093;0.9912;1.005
1.5550;-0.1671;-0.0095;0.9909;1.005
1.5560;-0.1664;-0.0098;0.9909;1.005
1.5580;-0.1666;-0.0098;0.9914;1.005
1.5720;-0.1673;-0.0095;0.9912;1.005
1.5740;-0.1676;-0.0093;0.9912;1.005
1.5760;-0.1671;-0.0090;0.9909;1.005
1.5770;-0.1669;-0.0095;0.9909;1.005
1.5790;-0.1654;-0.0100;0.9919;1.006
1.5800;-0.1644;-0.0105;0.9926;1.006
1.5830;-0.1642;-0.0110;0.9914;1.005
1.5840;-0.1647;-0.0107;0.9919;1.006
1.5860;-0.1664;-0.0107;0.9919;1.006
1.6290;-0.1693;-0.0105;0.9909;1.005
1.6310;-0.1715;-0.0103;0.9919;1.007
1.6330;-0.1727;-0.0098;0.9912;1.006
1.6480;-0.1730;-0.0095;0.9899;1.005
1.6500;-0.1720;-0.0095;0.9897;1.005
1.6530;-0.1693;-0.0098;0.9897;1.004
1.6540;-0.1671;-0.0100;0.9902;1.004
1.6560;-0.1659;-0.0100;0.9912;1.005
1.6970;-0.1647;-0.0103;0.9919;1.006
1.7130;-0.1649;-0.0103;0.9921;1.006
1.7150;-0.1647;-0.0105;0.9916;1.005
1.7170;-0.1649;-0.0105;0.9916;1.005
1.7180;-0.1652;-0.0103;0.9919;1.006
1.7200;-0.1656;-0.0100;0.9916;1.005
1.7350;-0.1666;-0.0098;0.9914;1.005
1.7370;-0.1671;-0.0098;0.9907;1.005
1.8280;-0.1671;-0.0098;0.9904;1.004
1.8320;-0.1661;-0.0098;0.9907;1.005
1.8570;-0.1647;-0.0098;0.9909;1.005
1.8590;-0.1642;-0.0098;0.9916;1.005
1.8600;-0.1647;-0.0100;0.9916;1.005
1.8620;-0.1661;-0.0103;0.9919;1.006
1.8640;-0.1678;-0.0105;0.9924;1.007
1.8650;-0.1666;-0.0112;0.9909;1.005
1.8660;-0.1649;-0.0117;0.9897;1.003
1.8690;-0.1659;-0.0112;0.9902;1.004
1.8710;-0.1666;-0.0107;0.9904;1.004
1.8840;-0.1693;-0.0105;0.9904;1.005
1.8870;-0.1703;-0.0100;0.9916;1.006
1.8880;-0.1686;-0.0105;0.9912;1.005
1.8900;-0.1678;-0.0107;0.9909;1.005
1.9260;-0.1666;-0.0110;0.9912;1.005
1.9410;-0.1671;-0.0115;0.9902;1.004
1.9430;-0.1673;-0.0110;0.9904;1.005
1.9440;-0.1673;-0.0110;0.9894;1.004
1.9460;-0.1678;-0.0103;0.9897;1.004
1.9830;-0.1683;-0.0095;0.9904;1.005
1.9850;-0.1691;-0.0098;0.9899;1.004
1.9870;-0.1688;-0.0098;0.9909;1.005
2.0000;-0.1681;-0.0100;0.9912;1.005
2.0060;-0.1673;-0.0103;0.9909;1.005
2.0090;-0.1671;-0.0103;0.9907;1.005
2.0420;-0.1669;-0.0103;0.9907;1.005
2.0480;-0.1671;-0.0100;0.9914;1.005
2.0520;-0.1678;-0.0100;0.9916;1.006
2.0920;-0.1676;-0.0100;0.9924;1.006
2.0940;-0.1676;-0.0100;0.9924;1.006
2.0950;-0.1671;-0.0100;0.9914;1.005
2.0970;-0.1671;-0.0098;0.9916;1.006
2.1100;-0.1676;-0.0098;0.9914;1.006
2.1130;-0.1678;-0.0100;0.9904;1.005
2.1150;-0.1686;-0.0103;0.9904;1.005
2.1160;-0.1678;-0.0107;0.9902;1.004
2.1180;-0.1664;-0.0107;0.9904;1.004
2.1320;-0.1652;-0.0105;0.9914;1.005
2.1700;-0.1634;-0.0103;0.9924;1.006
2.1730;-0.1620;-0.0100;0.9924;1.006
2.1870;-0.1612;-0.0103;0.9919;1.005
2.1880;-0.1617;-0.0103;0.9912;1.004
2.1900;-0.1627;-0.0105;0.9914;1.005
2.2050;-0.1639;-0.0105;0.9921;1.006
2.2070;-0.1669;-0.0100;0.9921;1.006
2.2080;-0.1695;-0.0103;0.9921;1.007
2.2260;-0.1722;-0.0103;0.9912;1.006
2.2280;-0.1735;-0.0103;0.9907;1.006
2.2710;-0.1730;-0.0107;0.9909;1.006
2.2730;-0.1730;-0.0105;0.9916;1.007
2.2880;-0.1713;-0.0105;0.9916;1.006
2.2970;-0.1710;-0.0105;0.9912;1.006
2.2990;-0.1693;-0.0103;0.9914;1.006
2.5280;-0.1659;-0.0105;0.9909;1.005
2.5340;-0.1642;-0.0105;0.9912;1.005
2.5380;-0.1630;-0.0105;0.9921;1.005
2.5440;-0.1644;-0.0110;0.9914;1.005
2.5450;-0.1661;-0.0112;0.9912;1.005
2.5470;-0.1666;-0.0115;0.9907;1.005
2.5480;-0.1666;-0.0117;0.9894;1.003
2.5500;-0.1666;-0.0115;0.9899;1.004
2.5510;-0.1666;-0.0110;0.9899;1.004
2.5530;-0.1678;-0.0105;0.9902;1.004
2.5550;-0.1688;-0.0098;0.9909;1.005
2.5570;-0.1686;-0.0093;0.9909;1.005
2.5580;-0.1683;-0.0090;0.9914;1.006
2.5600;-0.1671;-0.0095;0.9916;1.006
2.5610;-0.1666;-0.0103;0.9912;1.005
2.5630;-0.1661;-0.0110;0.9907;1.005
2.5650;-0.1659;-0.0115;0.9902;1.004
2.5660;-0.1676;-0.0112;0.9902;1.004
2.5680;-0.1688;-0.0110;0.9904;1.005
2.5690;-0.1693;-0.0107;0.9904;1.005
2.5710;-0.1695;-0.0107;0.9904;1.005
2.5730;-0.1676;-0.0110;0.9909;1.005
2.5750;-0.1664;-0.0103;0.9912;1.005
2.5880;-0.1659;-0.0095;0.9916;1.005
2.5900;-0.1654;-0.0100;0.9916;1.005
2.5910;-0.1654;-0.0095;0.9914;1.005
2.5930;-0.1647;-0.0100;0.9914;1.005
2.5950;-0.1644;-0.0105;0.9912;1.005
2.5960;-0.1644;-0.0098;0.9914;1.005
2.5980;-0.1652;-0.0098;0.9912;1.005
2.5990;-0.1666;-0.0103;0.9909;1.005
2.6380;-0.1676;-0.0107;0.9909;1.005
2.6400;-0.1686;-0.0107;0.9909;1.005
2.6530;-0.1686;-0.0105;0.9907;1.005
2.6550;-0.1678;-0.0098;0.9904;1.005
2.6560;-0.1673;-0.0093;0.9909;1.005
2.6580;-0.1664;-0.0095;0.9904;1.004
2.6600;-0.1664;-0.0100;0.9902;1.004
2.6970;-0.1676;-0.0103;0.9907;1.005
2.7110;-0.1678;-0.0103;0.9894;1.004
2.7120;-0.1683;-0.0100;0.9892;1.003
2.7140;-0.1693;-0.0095;0.9899;1.004
2.7160;-0.1691;-0.0098;0.9899;1.004
2.7290;-0.1695;-0.0100;0.9909;1.005
2.7300;-0.1700;-0.0105;0.9916;1.006
2.7330;-0.1700;-0.0112;0.9914;1.006
2.7710;-0.1698;-0.0110;0.9912;1.006
2.7840;-0.1691;-0.0107;0.9912;1.006
2.7860;-0.1683;-0.0103;0.9914;1.006
2.7880;-0.1673;-0.0098;0.9912;1.005
2.7890;-0.1666;-0.0098;0.9916;1.006
2.8030;-0.1664;-0.0098;0.9919;1.006
2.8200;-0.1659;-0.0100;0.9916;1.005
2.8220;-0.1664;-0.0098;0.9924;1.006
2.8590;-0.1669;-0.0095;0.9924;1.006
2.8610;-0.1673;-0.0098;0.9912;1.005
2.8730;-0.1681;-0.0098;0.9904;1.005
2.8750;-0.1683;-0.0100;0.9897;1.004
2.8770;-0.1683;-0.0107;0.9892;1.003
2.8900;-0.1683;-0.0110;0.9899;1.004
2.8910;-0.1678;-0.0107;0.9912;1.005
2.9040;-0.1673;-0.0110;0.9912;1.005
2.9180;-0.1671;-0.0107;0.9909;1.005
2.9200;-0.1666;-0.0107;0.9912;1.005
2.9570;-0.1666;-0.0110;0.9907;1.005
2.9590;-0.1664;-0.0110;0.9909;1.005
2.9720;-0.1659;-0.0105;0.9907;1.005
2.9740;-0.1659;-0.0103;0.9907;1.005
2.9750;-0.1659;-0.0103;0.9909;1.005
2.9880;-0.1656;-0.0105;0.9907;1.004
2.9900;-0.1656;-0.0112;0.9909;1.005
3.0030;-0.1661;-0.0110;0.9909;1.005
3.0170;-0.1669;-0.0112;0.9909;1.005
3.0190;-0.1678;-0.0112;0.9914;1.006
3.0560;-0.1683;-0.0107;0.9914;1.006
3.0700;-0.1681;-0.0110;0.9914;1.006
3.0720;-0.1676;-0.0107;0.9914;1.006
3.0730;-0.1666;-0.0110;0.9909;1.005
3.0750;-0.1659;-0.0107;0.9909;1.005
3.0870;-0.1652;-0.0103;0.9904;1.004
3.1010;-0.1649;-0.0098;0.9904;1.004
3.1030;-0.1652;-0.0088;0.9909;1.005
3.1170;-0.1664;-0.0088;0.9914;1.005
3.1190;-0.1673;-0.0090;0.9916;1.006
3.1320;-0.1678;-0.0093;0.9914;1.006
3.1700;-0.1681;-0.0100;0.9912;1.005
3.1710;-0.1681;-0.0103;0.9907;1.005
3.1840;-0.1683;-0.0103;0.9904;1.005
3.1860;-0.1676;-0.0105;0.9904;1.005
3.1870;-0.1676;-0.0100;0.9909;1.005
3.2000;-0.1671;-0.0100;0.9916;1.006
3.2020;-0.1661;-0.0103;0.9921;1.006
3.2150;-0.1666;-0.0103;0.9924;1.006
3.2170;-0.1666;-0.0105;0.9921;1.006
3.2300;-0.1664;-0.0105;0.9916;1.006
3.2730;-0.1666;-0.0103;0.9914;1.005
3.2770;-0.1671;-0.0105;0.9914;1.005
3.3130;-0.1673;-0.0105;0.9914;1.005
3.3140;-0.1678;-0.0107;0.9916;1.006
3.3320;-0.1683;-0.0115;0.9914;1.006
3.4930;-0.1678;-0.0117;0.9912;1.005
3.4950;-0.1676;-0.0122;0.9909;1.005
3.5110;-0.1669;-0.0125;0.9904;1.004
3.5130;-0.1666;-0.0120;0.9907;1.005
3.5140;-0.1666;-0.0115;0.9907;1.005
3.5160;-0.1666;-0.0105;0.9909;1.005
3.5180;-0.1671;-0.0098;0.9914;1.005
3.5190;-0.1671;-0.0100;0.9912;1.005
3.5210;-0.1673;-0.0103;0.9909;1.005
3.5220;-0.1676;-0.0110;0.9904;1.005
3.5240;-0.1681;-0.0115;0.9899;1.004
3.5260;-0.1681;-0.0112;0.9902;1.004
3.5280;-0.1678;-0.0110;0.9904;1.005
3.5300;-0.1669;-0.0105;0.9912;1.005
3.5320;-0.1661;-0.0107;0.9916;1.006
3.5330;-0.1659;-0.0110;0.9919;1.006
3.5350;-0.1659;-0.0110;0.9916;1.005
3.5360;-0.1666;-0.0112;0.9912;1.005
3.5380;-0.1669;-0.0110;0.9909;1.005
3.5400;-0.1673;-0.0105;0.9902;1.004
3.5410;-0.1676;-0.0103;0.9899;1.004
3.5430;-0.1676;-0.0103;0.9894;1.004
3.5440;-0.1669;-0.0103;0.9892;1.003
3.5460;-0.1659;-0.0105;0.9894;1.003
3.5470;-0.1652;-0.0107;0.9899;1.004
3.5610;-0.1652;-0.0110;0.9902;1.004
3.5630;-0.1659;-0.0112;0.9902;1.004
3.5650;-0.1664;-0.0115;0.9907;1.005
3.6150;-0.1678;-0.0110;0.9909;1.005
3.6520;-0.1688;-0.0103;0.9914;1.006
3.6540;-0.1700;-0.0100;0.9912;1.006
3.6560;-0.1715;-0.0098;0.9904;1.005
3.6580;-0.1715;-0.0103;0.9902;1.005
3.6590;-0.1708;-0.0110;0.9894;1.004
3.6720;-0.1698;-0.0112;0.9894;1.004
3.6740;-0.1673;-0.0115;0.9897;1.004
3.6760;-0.1656;-0.0112;0.9899;1.004
3.6770;-0.1647;-0.0107;0.9907;1.004
3.6790;-0.1625;-0.0105;0.9912;1.004
3.7160;-0.1622;-0.0100;0.9921;1.005
3.7180;-0.1615;-0.0100;0.9926;1.006
3.7310;-0.1632;-0.0100;0.9924;1.006
3.7330;-0.1661;-0.0098;0.9919;1.006
3.7350;-0.1686;-0.0098;0.9907;1.005
3.7360;-0.1708;-0.0100;0.9904;1.005
3.7380;-0.1705;-0.0103;0.9909;1.006
3.7510;-0.1703;-0.0107;0.9914;1.006
3.7530;-0.1698;-0.0107;0.9912;1.006
3.7900;-0.1695;-0.0105;0.9899;1.004
3.8040;-0.1688;-0.0103;0.9892;1.004
3.8050;-0.1673;-0.0100;0.9894;1.004
3.8070;-0.1661;-0.0103;0.9904;1.004
3.8090;-0.1647;-0.0105;0.9914;1.005
3.8220;-0.1639;-0.0110;0.9909;1.004
3.8410;-0.1639;-0.0112;0.9899;1.003
3.8430;-0.1642;-0.0105;0.9899;1.004
3.8800;-0.1647;-0.0098;0.9899;1.004
3.8940;-0.1649;-0.0100;0.9902;1.004
3.8950;-0.1659;-0.0098;0.9912;1.005
3.8970;-0.1666;-0.0105;0.9912;1.005
3.8980;-0.1676;-0.0117;0.9909;1.005
3.9000;-0.1686;-0.0112;0.9912;1.005
3.9130;-0.1688;-0.0112;0.9907;1.005
3.9150;-0.1688;-0.0115;0.9902;1.005
3.9290;-0.1686;-0.0110;0.9904;1.005
3.9330;-0.1683;-0.0110;0.9909;1.005
3.9460;-0.1529;-0.0107;0.9933;1.005
3.9860;-0.1246;-0.0093;0.9997;1.007
3.9880;-0.0963;-0.0081;1.0056;1.010
4.0040;-0.0821;-0.0093;1.0073;1.011
4.0060;-0.0831;-0.0107;1.0070;1.011
4.0090;-0.0980;-0.0125;1.0051;1.010
4.0240;-0.1287;-0.0120;0.9946;1.003
4.0260;-0.1454;-0.0090;0.9882;0.999
4.0380;-0.1527;-0.0147;0.9894;1.001
4.0790;-0.1573;-0.0090;0.9846;0.997
4.0810;-0.1461;-0.0056;0.9882;0.999
4.0940;-0.1263;-0.0037;0.9968;1.005
4.0950;-0.1180;0.0032;0.9926;1.000
4.0970;-0.1116;-0.0020;0.9924;0.999
4.0980;-0.1031;0.0034;0.9985;1.004
4.1000;-0.1031;0.0103;0.9997;1.005
4.1140;-0.0985;0.0037;0.9987;1.004
4.1160;-0.1002;-0.0015;1.0083;1.013
4.1310;-0.1041;-0.0171;1.0114;1.017
4.1490;-0.1170;-0.0244;1.0026;1.010
4.1510;-0.1163;-0.0178;1.0085;1.015
4.1880;-0.1092;-0.0127;1.0039;1.010
4.1900;-0.1226;-0.0071;1.0026;1.010
4.2030;-0.1134;-0.0134;1.0021;1.009
4.2050;-0.1202;-0.0166;0.9943;1.002
4.2060;-0.1266;-0.0235;0.9885;0.997
4.2190;-0.1192;-0.0213;0.9809;0.988
4.2210;-0.1256;-0.0154;0.9846;0.993
4.2340;-0.1261;-0.0129;0.9887;0.997
4.3060;-0.1270;-0.0068;0.9909;0.999
4.3080;-0.1268;-0.0086;0.9960;1.004
4.3240;-0.1234;-0.0064;0.9960;1.004
4.3250;-0.1258;-0.0007;0.9955;1.003
4.3270;-0.1300;-0.0032;0.9924;1.001
4.4690;-0.1295;-0.0022;0.9982;1.007
4.4710;-0.1322;-0.0051;1.0092;1.018
4.4720;-0.1300;-0.0088;1.0090;1.017
4.4740;-0.1324;-0.0081;1.0134;1.022
4.4760;-0.1339;-0.0125;1.0041;1.013
4.4890;-0.1334;-0.0159;0.9933;1.002
4.4910;-0.1378;-0.0186;0.9938;1.004
4.4920;-0.1378;-0.0188;0.9846;0.994
4.4940;-0.1283;-0.0044;0.9912;0.999
4.4960;-0.1207;0.0090;0.9992;1.007
4.4970;-0.1224;0.0110;1.0031;1.011
4.4990;-0.1190;0.0054;1.0085;1.016
4.5000;-0.1251;-0.0149;0.9980;1.006
4.5020;-0.1346;-0.0215;1.0041;1.013
4.5040;-0.1178;-0.0222;0.9936;1.001
4.5050;-0.1041;-0.0142;0.9894;0.995
4.5070;-0.1168;-0.0117;0.9965;1.003
4.5080;-0.1053;-0.0208;0.9794;0.985
4.5110;-0.1109;-0.0242;0.9831;0.990
4.5130;-0.1312;-0.0237;1.0007;1.010
4.5140;-0.1251;-0.0176;1.0070;1.015
4.5540;-0.1295;-0.0076;1.0078;1.016
4.5560;-0.1444;-0.0110;1.0114;1.022
4.5570;-0.1446;-0.0183;1.0012;1.012
4.5590;-0.1366;-0.0191;0.9926;1.002
4.5980;-0.1449;-0.0298;0.9870;0.998
4.6000;-0.1427;-0.0271;0.9784;0.989
4.6010;-0.1283;-0.0103;0.9929;1.001
4.6030;-0.1468;-0.0159;0.9846;0.996
4.6050;-0.1593;-0.0176;0.9865;0.999
4.6420;-0.1576;-0.0134;0.9995;1.012
4.6440;-0.1681;-0.0235;0.9894;1.004
4.6460;-0.1529;-0.0205;0.9948;1.007
4.6470;-0.1356;-0.0137;1.0214;1.030
4.6510;-0.1324;-0.0127;1.0371;1.046
4.6680;-0.1415;-0.0051;1.0031;1.013
4.6700;-0.1283;-0.0249;1.0146;1.023
4.6720;-0.1173;-0.0486;1.0048;1.013
4.6730;-0.1393;-0.0437;0.9880;0.999
4.6870;-0.1173;-0.0506;1.0024;1.010
4.6890;-0.1185;-0.0271;0.9770;0.985
4.7280;-0.1605;-0.0071;0.9912;1.004
4.7290;-0.1287;-0.0012;0.9648;0.973
4.7430;-0.1287;0.0098;0.9567;0.965
4.7440;-0.1434;-0.0129;0.9955;1.006
4.7460;-0.1173;-0.0322;0.9948;1.002
4.7600;-0.1517;-0.0171;0.9938;1.005
4.7620;-0.1375;-0.0347;1.0263;1.036
4.8020;-0.1087;-0.0186;1.0119;1.018
4.8200;-0.1353;0.0029;1.0061;1.015
4.8220;-0.0977;-0.0313;0.9814;0.987
4.8240;-0.1087;-0.0327;0.9232;0.930
4.8250;-0.1466;-0.0325;0.9357;0.948
4.8270;-0.1173;-0.0325;0.9010;0.909
4.8420;-0.1324;-0.0257;0.9330;0.943
4.8460;-0.1432;-0.0117;1.0168;1.027
4.8610;-0.1270;0.0005;1.0300;1.038
4.9030;-0.1417;-0.0134;1.0119;1.022
4.9050;-0.1263;-0.0066;1.0390;1.047
4.9200;-0.1153;-0.0068;1.0144;1.021
4.9220;-0.1305;0.0068;0.9870;0.996
4.9230;-0.1129;0.0120;1.0214;1.028
4.9240;-0.1253;-0.0037;1.0107;1.018
4.9260;-0.1363;-0.0164;0.9870;0.997
4.9390;-0.1270;-0.0352;1.0058;1.014
4.9410;-0.1314;-0.0244;1.0327;1.041
4.9560;-0.1353;-0.0227;1.0283;1.037
4.9940;-0.1407;-0.0129;1.0344;1.044
4.9960;-0.1402;-0.0110;1.0007;1.011
5.0100;-0.1573;-0.0195;0.9868;0.999
5.0120;-0.1749;-0.0191;1.0041;1.019
5.0130;-0.1571;-0.0230;1.0153;1.028
5.0150;-0.1722;-0.0213;1.0256;1.040
5.0310;-0.1564;-0.0120;1.0068;1.019
5.0330;-0.1454;-0.0039;0.9975;1.008
5.0470;-0.1698;-0.0024;0.9968;1.011
5.0870;-0.1573;0.0056;1.0195;1.032
5.0940;-0.1586;-0.0034;0.9975;1.010
5.1070;-0.1549;-0.0112;0.9660;0.978
5.1090;-0.1568;-0.0181;0.9958;1.008
5.1110;-0.1627;-0.0371;1.0031;1.017
5.1130;-0.1771;-0.0181;1.0012;1.017
