time;gFx;gFy;gFz;TgF
0.4050;-0.1578;-0.0100;0.9924;1.005
0.4220;-0.1583;-0.0103;0.9919;1.004
0.4390;-0.1583;-0.0103;0.9916;1.004
0.4410;-0.1578;-0.0098;0.9909;1.003
0.4880;-0.1568;-0.0095;0.9907;1.003
0.4900;-0.1561;-0.0100;0.9907;1.003
0.5050;-0.1561;-0.0103;0.9909;1.003
0.5090;-0.1566;-0.0110;0.9916;1.004
0.5100;-0.1573;-0.0122;0.9916;1.004
0.5120;-0.1571;-0.0122;0.9921;1.005
0.5130;-0.1566;-0.0122;0.9921;1.004
0.5320;-0.1564;-0.0120;0.9919;1.004
0.5340;-0.1559;-0.0112;0.9924;1.005
0.5360;-0.1566;-0.0110;0.9916;1.004
0.5510;-0.1576;-0.0110;0.9912;1.004
0.5680;-0.1583;-0.0112;0.9909;1.004
0.5700;-0.1590;-0.0112;0.9907;1.003
0.5860;-0.1588;-0.0115;0.9909;1.004
0.5890;-0.1583;-0.0115;0.9909;1.004
0.6050;-0.1571;-0.0112;0.9912;1.004
0.6210;-0.1564;-0.0112;0.9919;1.004
0.6230;-0.1561;-0.0110;0.9926;1.005
0.6390;-0.1559;-0.0107;0.9931;1.005
0.6420;-0.1566;-0.0107;0.9931;1.005
0.6440;-0.1568;-0.0107;0.9926;1.005
0.6610;-0.1573;-0.0107;0.9921;1.005
0.6640;-0.1578;-0.0107;0.9919;1.004
0.6800;-0.1581;-0.0107;0.9916;1.004
0.6810;-0.1583;-0.0107;0.9916;1.004
0.7290;-0.1583;-0.0107;0.9916;1.004
0.7460;-0.1583;-0.0105;0.9914;1.004
0.7490;-0.1590;-0.0093;0.9914;1.004
0.7500;-0.1598;-0.0081;0.9912;1.004
0.7520;-0.1583;-0.0098;0.9912;1.004
0.7540;-0.1566;-0.0100;0.9916;1.004
0.7690;-0.1542;-0.0112;0.9921;1.004
0.7710;-0.1561;-0.0127;0.9921;1.004
0.7860;-0.1603;-0.0112;0.9919;1.005
0.8030;-0.1622;-0.0120;0.9907;1.004
0.9220;-0.1622;-0.0129;0.9902;1.003
0.9400;-0.1578;-0.0137;0.9902;1.003
0.9440;-0.1522;-0.0156;0.9899;1.002
0.9450;-0.1512;-0.0122;0.9936;1.005
0.9480;-0.1522;-0.0086;0.9965;1.008
0.9500;-0.1542;-0.0086;0.9953;1.007
0.9510;-0.1546;-0.0064;0.9965;1.008
0.9530;-0.1529;-0.0090;0.9946;1.006
0.9550;-0.1510;-0.0122;0.9916;1.003
0.9560;-0.1534;-0.0095;0.9924;1.004
0.9620;-0.1586;-0.0078;0.9909;1.004
0.9640;-0.1600;-0.0086;0.9902;1.003
0.9650;-0.1617;-0.0088;0.9904;1.004
0.9670;-0.1639;-0.0103;0.9892;1.003
0.9690;-0.1639;-0.0129;0.9892;1.003
0.9710;-0.1676;-0.0132;0.9885;1.003
0.9910;-0.1661;-0.0122;0.9892;1.003
0.9930;-0.1639;-0.0122;0.9882;1.002
0.9950;-0.1639;-0.0110;0.9860;1.000
0.9970;-0.1705;-0.0090;0.9897;1.004
0.9990;-0.1813;-0.0127;0.9860;1.003
1.0910;-0.1869;-0.0164;0.9860;1.004
1.1400;-0.1942;-0.0166;0.9863;1.005
1.1420;-0.1950;-0.0176;0.9806;1.000
1.1430;-0.1835;-0.0144;0.9855;1.003
1.1450;-0.1666;-0.0120;0.9897;1.004
1.1470;-0.1480;-0.0129;0.9936;1.005
1.1490;-0.1192;-0.0120;0.9995;1.007
1.1510;-0.1068;-0.0125;0.9977;1.004
1.1520;-0.0997;-0.0122;0.9968;1.002
1.1550;-0.0967;-0.0093;0.9985;1.003
1.1570;-0.1090;-0.0105;0.9943;1.000
1.1730;-0.1180;-0.0100;0.9931;1.000
1.1750;-0.1305;-0.0095;0.9929;1.001
1.1770;-0.1451;-0.0107;0.9916;1.002
1.1790;-0.1549;-0.0098;0.9943;1.006
1.1810;-0.1832;-0.0107;0.9897;1.007
1.1820;-0.2081;-0.0117;0.9841;1.006
1.1840;-0.2169;-0.0125;0.9824;1.006
1.2000;-0.2194;-0.0137;0.9794;1.004
1.2020;-0.2033;-0.0129;0.9838;1.005
1.2050;-0.1815;-0.0129;0.9885;1.005
1.2210;-0.1669;-0.0127;0.9897;1.004
1.2230;-0.1586;-0.0120;0.9921;1.005
1.2390;-0.1510;-0.0117;0.9924;1.004
1.2550;-0.1459;-0.0110;0.9941;1.005
1.2580;-0.1434;-0.0117;0.9936;1.004
1.2740;-0.1437;-0.0115;0.9931;1.004
1.2760;-0.1432;-0.0107;0.9948;1.005
1.2920;-0.1505;-0.0107;0.9936;1.005
1.3400;-0.1578;-0.0105;0.9926;1.005
1.3420;-0.1625;-0.0112;0.9916;1.005
1.3590;-0.1664;-0.0117;0.9904;1.004
1.3610;-0.1666;-0.0115;0.9897;1.004
1.3620;-0.1669;-0.0115;0.9887;1.003
1.3640;-0.1676;-0.0120;0.9885;1.003
1.3650;-0.1681;-0.0122;0.9897;1.004
1.3810;-0.1676;-0.0122;0.9916;1.006
1.3850;-0.1654;-0.0120;0.9924;1.006
1.3860;-0.1573;-0.0115;0.9926;1.005
1.4020;-0.1502;-0.0115;0.9916;1.003
1.4040;-0.1449;-0.0115;0.9914;1.002
1.4200;-0.1412;-0.0117;0.9924;1.002
1.4360;-0.1449;-0.0117;0.9926;1.003
1.4390;-0.1485;-0.0117;0.9929;1.004
1.4550;-0.1505;-0.0117;0.9924;1.004
1.4570;-0.1554;-0.0117;0.9921;1.004
1.4740;-0.1571;-0.0120;0.9919;1.004
1.4910;-0.1588;-0.0122;0.9916;1.004
1.4930;-0.1605;-0.0122;0.9919;1.005
1.5100;-0.1593;-0.0117;0.9912;1.004
1.5120;-0.1593;-0.0110;0.9909;1.004
1.5130;-0.1588;-0.0105;0.9907;1.003
1.5310;-0.1583;-0.0103;0.9899;1.003
1.5340;-0.1566;-0.0103;0.9902;1.003
1.5500;-0.1551;-0.0105;0.9904;1.003
1.5960;-0.1542;-0.0105;0.9907;1.003
1.6010;-0.1539;-0.0110;0.9909;1.003
1.6170;-0.1566;-0.0120;0.9904;1.003
1.6200;-0.1590;-0.0127;0.9899;1.003
1.6210;-0.1610;-0.0132;0.9902;1.003
1.6230;-0.1625;-0.0122;0.9894;1.003
1.6240;-0.1622;-0.0110;0.9892;1.002
1.6400;-0.1622;-0.0110;0.9899;1.003
1.6420;-0.1600;-0.0110;0.9899;1.003
1.6440;-0.1576;-0.0120;0.9909;1.003
1.6640;-0.1573;-0.0125;0.9916;1.004
1.6660;-0.1568;-0.0117;0.9914;1.004
1.6810;-0.1564;-0.0117;0.9914;1.004
1.6830;-0.1566;-0.0112;0.9921;1.004
1.7310;-0.1546;-0.0112;0.9931;1.005
1.7460;-0.1532;-0.0107;0.9929;1.005
1.7490;-0.1537;-0.0107;0.9931;1.005
1.7510;-0.1534;-0.0112;0.9926;1.004
1.7520;-0.1520;-0.0110;0.9924;1.004
1.7540;-0.1507;-0.0117;0.9926;1.004
1.7700;-0.1502;-0.0115;0.9921;1.004
1.7730;-0.1517;-0.0110;0.9921;1.004
1.7890;-0.1544;-0.0112;0.9919;1.004
1.7910;-0.1551;-0.0120;0.9909;1.003
1.9270;-0.1617;-0.0110;0.9919;1.005
1.9790;-0.1664;-0.0103;0.9924;1.006
1.9810;-0.1678;-0.0110;0.9912;1.005
1.9820;-0.1698;-0.0103;0.9926;1.007
1.9840;-0.1659;-0.0112;0.9921;1.006
1.9860;-0.1656;-0.0122;0.9902;1.004
1.9880;-0.1630;-0.0117;0.9912;1.005
1.9900;-0.1610;-0.0117;0.9909;1.004
1.9930;-0.1615;-0.0107;0.9912;1.004
1.9950;-0.1566;-0.0112;0.9914;1.004
1.9970;-0.1573;-0.0117;0.9904;1.003
1.9990;-0.1568;-0.0115;0.9907;1.003
2.0010;-0.1539;-0.0122;0.9904;1.002
2.0020;-0.1537;-0.0115;0.9916;1.004
2.0040;-0.1549;-0.0110;0.9924;1.004
2.0060;-0.1573;-0.0112;0.9919;1.004
2.0250;-0.1605;-0.0115;0.9914;1.004
2.0270;-0.1612;-0.0120;0.9909;1.004
2.0330;-0.1605;-0.0122;0.9909;1.004
2.0350;-0.1595;-0.0120;0.9909;1.004
2.0380;-0.1595;-0.0120;0.9907;1.003
2.0400;-0.1610;-0.0117;0.9904;1.003
2.0420;-0.1627;-0.0115;0.9902;1.004
2.0430;-0.1647;-0.0117;0.9899;1.004
2.0900;-0.1654;-0.0112;0.9902;1.004
2.0920;-0.1661;-0.0112;0.9902;1.004
2.0940;-0.1666;-0.0112;0.9902;1.004
2.1840;-0.1649;-0.0115;0.9909;1.005
2.1860;-0.1620;-0.0117;0.9916;1.005
2.1910;-0.1590;-0.0115;0.9926;1.005
2.1930;-0.1551;-0.0115;0.9931;1.005
2.1940;-0.1517;-0.0107;0.9931;1.005
2.2110;-0.1490;-0.0105;0.9929;1.004
2.2130;-0.1461;-0.0110;0.9929;1.004
2.2150;-0.1444;-0.0107;0.9929;1.003
2.2160;-0.1444;-0.0110;0.9926;1.003
2.2190;-0.1444;-0.0115;0.9929;1.003
2.2220;-0.1446;-0.0112;0.9929;1.003
2.2230;-0.1451;-0.0115;0.9933;1.004
2.2250;-0.1476;-0.0120;0.9931;1.004
2.2270;-0.1500;-0.0122;0.9924;1.004
2.2290;-0.1549;-0.0117;0.9914;1.003
2.2760;-0.1605;-0.0120;0.9902;1.003
2.2790;-0.1642;-0.0120;0.9897;1.003
2.2810;-0.1683;-0.0117;0.9899;1.004
2.3280;-0.1698;-0.0127;0.9907;1.005
2.3300;-0.1700;-0.0129;0.9916;1.006
2.3320;-0.1703;-0.0132;0.9914;1.006
2.3330;-0.1700;-0.0137;0.9904;1.005
2.3360;-0.1693;-0.0129;0.9902;1.005
2.3520;-0.1691;-0.0120;0.9897;1.004
2.3550;-0.1688;-0.0110;0.9904;1.005
2.3560;-0.1659;-0.0105;0.9912;1.005
2.3590;-0.1622;-0.0105;0.9916;1.005
2.3610;-0.1581;-0.0107;0.9924;1.005
2.3620;-0.1527;-0.0110;0.9921;1.004
2.3640;-0.1507;-0.0107;0.9929;1.004
2.3790;-0.1502;-0.0107;0.9929;1.004
2.3810;-0.1512;-0.0112;0.9921;1.004
2.3820;-0.1532;-0.0120;0.9919;1.004
2.4290;-0.1544;-0.0127;0.9907;1.003
2.4310;-0.1568;-0.0127;0.9904;1.003
2.4460;-0.1578;-0.0122;0.9909;1.003
2.4490;-0.1583;-0.0117;0.9912;1.004
2.4520;-0.1586;-0.0117;0.9926;1.005
2.4540;-0.1576;-0.0125;0.9931;1.006
2.4550;-0.1564;-0.0127;0.9929;1.005
2.4710;-0.1556;-0.0127;0.9936;1.006
2.5160;-0.1551;-0.0122;0.9931;1.005
2.5190;-0.1549;-0.0112;0.9926;1.005
2.5350;-0.1549;-0.0117;0.9924;1.004
2.5370;-0.1551;-0.0122;0.9919;1.004
2.5400;-0.1586;-0.0122;0.9919;1.005
2.5410;-0.1617;-0.0127;0.9919;1.005
2.5430;-0.1630;-0.0122;0.9909;1.004
2.5590;-0.1673;-0.0117;0.9904;1.005
2.5610;-0.1686;-0.0117;0.9894;1.004
2.5630;-0.1676;-0.0120;0.9885;1.003
2.6110;-0.1683;-0.0120;0.9897;1.004
2.6130;-0.1659;-0.0120;0.9904;1.004
2.6290;-0.1627;-0.0117;0.9909;1.004
2.6320;-0.1608;-0.0115;0.9914;1.004
2.6340;-0.1590;-0.0115;0.9912;1.004
2.6360;-0.1571;-0.0110;0.9912;1.004
2.6380;-0.1542;-0.0112;0.9912;1.003
2.6520;-0.1522;-0.0112;0.9912;1.003
2.6990;-0.1512;-0.0112;0.9914;1.003
2.7010;-0.1505;-0.0117;0.9914;1.003
2.7160;-0.1524;-0.0120;0.9916;1.003
2.7190;-0.1537;-0.0117;0.9921;1.004
2.7210;-0.1539;-0.0115;0.9924;1.004
2.7220;-0.1559;-0.0115;0.9924;1.005
2.7240;-0.1566;-0.0117;0.9921;1.004
2.7400;-0.1581;-0.0125;0.9916;1.004
2.7420;-0.1593;-0.0129;0.9924;1.005
2.7430;-0.1610;-0.0122;0.9929;1.006
2.7900;-0.1630;-0.0110;0.9936;1.007
2.7920;-0.1630;-0.0112;0.9926;1.006
2.8070;-0.1632;-0.0117;0.9904;1.004
2.8100;-0.1617;-0.0127;0.9914;1.005
2.9520;-0.1605;-0.0134;0.9909;1.004
2.9540;-0.1612;-0.0127;0.9921;1.005
2.9560;-0.1600;-0.0122;0.9929;1.006
2.9720;-0.1581;-0.0115;0.9921;1.005
2.9740;-0.1559;-0.0110;0.9929;1.005
2.9780;-0.1524;-0.0112;0.9924;1.004
2.9800;-0.1520;-0.0112;0.9924;1.004
2.9810;-0.1517;-0.0120;0.9912;1.003
2.9830;-0.1515;-0.0125;0.9904;1.002
2.9850;-0.1539;-0.0125;0.9904;1.002
2.9860;-0.1554;-0.0125;0.9904;1.003
2.9890;-0.1598;-0.0120;0.9914;1.004
2.9900;-0.1642;-0.0117;0.9919;1.005
2.9920;-0.1666;-0.0112;0.9907;1.005
2.9940;-0.1681;-0.0110;0.9919;1.006
2.9950;-0.1666;-0.0112;0.9921;1.006
2.9980;-0.1647;-0.0110;0.9912;1.005
3.0000;-0.1632;-0.0122;0.9909;1.004
3.0020;-0.1627;-0.0132;0.9882;1.002
3.0170;-0.1588;-0.0134;0.9887;1.001
3.0200;-0.1578;-0.0132;0.9890;1.002
3.0210;-0.1568;-0.0115;0.9907;1.003
3.0250;-0.1542;-0.0112;0.9916;1.004
3.0270;-0.1568;-0.0107;0.9912;1.004
3.1200;-0.1571;-0.0112;0.9921;1.005
3.1230;-0.1603;-0.0117;0.9916;1.005
3.1400;-0.1652;-0.0107;0.9919;1.006
3.1420;-0.1676;-0.0115;0.9902;1.004
3.1430;-0.1678;-0.0112;0.9897;1.004
3.1450;-0.1652;-0.0110;0.9907;1.004
3.1470;-0.1615;-0.0110;0.9909;1.004
3.1500;-0.1578;-0.0107;0.9924;1.005
3.1510;-0.1564;-0.0115;0.9926;1.005
3.1530;-0.1539;-0.0117;0.9916;1.004
3.1540;-0.1520;-0.0117;0.9933;1.005
3.1560;-0.1505;-0.0112;0.9941;1.005
3.1720;-0.1500;-0.0107;0.9936;1.005
3.1750;-0.1505;-0.0107;0.9943;1.006
3.1770;-0.1532;-0.0107;0.9933;1.005
3.2230;-0.1539;-0.0110;0.9921;1.004
3.2440;-0.1537;-0.0112;0.9921;1.004
3.2460;-0.1564;-0.0115;0.9924;1.005
3.2490;-0.1576;-0.0110;0.9919;1.004
3.2510;-0.1608;-0.0103;0.9916;1.005
3.2520;-0.1632;-0.0105;0.9912;1.005
3.2680;-0.1617;-0.0100;0.9919;1.005
3.2720;-0.1600;-0.0103;0.9931;1.006
3.2740;-0.1566;-0.0110;0.9933;1.006
3.2750;-0.1534;-0.0107;0.9946;1.006
3.3200;-0.1512;-0.0112;0.9943;1.006
3.3350;-0.1510;-0.0117;0.9936;1.005
3.3390;-0.1524;-0.0117;0.9938;1.006
3.3410;-0.1551;-0.0117;0.9929;1.005
3.3420;-0.1588;-0.0120;0.9919;1.005
3.3440;-0.1605;-0.0122;0.9914;1.004
3.3600;-0.1625;-0.0120;0.9909;1.004
3.3620;-0.1632;-0.0122;0.9907;1.004
3.4080;-0.1630;-0.0122;0.9904;1.004
3.4100;-0.1625;-0.0122;0.9912;1.004
3.4250;-0.1615;-0.0125;0.9909;1.004
3.4280;-0.1610;-0.0122;0.9909;1.004
3.4300;-0.1603;-0.0122;0.9909;1.004
3.4310;-0.1598;-0.0122;0.9899;1.003
3.4460;-0.1586;-0.0125;0.9902;1.003
3.4490;-0.1576;-0.0122;0.9904;1.003
3.4520;-0.1568;-0.0117;0.9907;1.003
3.4540;-0.1571;-0.0115;0.9912;1.004
3.5000;-0.1588;-0.0117;0.9919;1.005
3.5150;-0.1603;-0.0125;0.9926;1.006
3.5190;-0.1622;-0.0125;0.9921;1.005
3.5210;-0.1625;-0.0125;0.9921;1.005
3.5220;-0.1622;-0.0120;0.9916;1.005
3.5250;-0.1600;-0.0115;0.9907;1.004
3.5400;-0.1578;-0.0115;0.9909;1.003
3.5420;-0.1564;-0.0112;0.9904;1.003
3.5580;-0.1551;-0.0112;0.9902;1.002
3.5600;-0.1559;-0.0112;0.9904;1.003
3.6060;-0.1571;-0.0115;0.9914;1.004
3.6090;-0.1571;-0.0120;0.9912;1.004
3.6110;-0.1568;-0.0122;0.9907;1.003
3.6260;-0.1581;-0.0125;0.9912;1.004
3.6290;-0.1588;-0.0122;0.9902;1.003
3.6320;-0.1608;-0.0117;0.9904;1.003
3.6330;-0.1625;-0.0115;0.9909;1.004
3.6350;-0.1620;-0.0107;0.9904;1.004
3.6500;-0.1610;-0.0105;0.9907;1.004
3.6950;-0.1600;-0.0107;0.9912;1.004
3.6990;-0.1593;-0.0107;0.9914;1.004
3.7140;-0.1588;-0.0110;0.9916;1.004
3.7160;-0.1581;-0.0117;0.9921;1.005
3.7180;-0.1573;-0.0120;0.9924;1.005
3.7200;-0.1566;-0.0120;0.9921;1.004
3.7210;-0.1564;-0.0125;0.9921;1.004
3.7380;-0.1564;-0.0125;0.9919;1.004
3.7400;-0.1561;-0.0122;0.9919;1.004
3.7550;-0.1559;-0.0125;0.9921;1.004
3.7580;-0.1556;-0.0125;0.9921;1.004
3.7600;-0.1554;-0.0122;0.9919;1.004
3.8050;-0.1559;-0.0122;0.9912;1.003
3.8080;-0.1564;-0.0120;0.9907;1.003
3.9780;-0.1576;-0.0115;0.9904;1.003
3.9800;-0.1588;-0.0112;0.9904;1.003
3.9820;-0.1598;-0.0112;0.9909;1.004
3.9840;-0.1612;-0.0110;0.9912;1.004
3.9860;-0.1620;-0.0110;0.9912;1.004
3.9890;-0.1630;-0.0107;0.9907;1.004
3.9910;-0.1527;-0.0105;0.9916;1.003
3.9940;-0.1419;-0.0105;0.9929;1.003
3.9960;-0.0882;-0.0103;1.0063;1.010
4.0070;-0.0860;-0.0117;1.0029;1.007
4.0100;-0.0948;-0.0129;0.9977;1.002
4.0110;-0.1016;-0.0125;0.9982;1.003
4.0130;-0.1515;-0.0122;0.9865;0.998
4.0150;-0.1388;-0.0088;0.9946;1.004
4.0170;-0.1339;-0.0120;0.9951;1.004
4.0190;-0.1309;-0.0169;0.9899;0.999
4.0210;-0.1138;-0.0117;0.9987;1.005
4.0220;-0.1224;-0.0210;0.9858;0.994
4.0250;-0.1231;-0.0237;0.9804;0.988
4.0420;-0.1158;-0.0142;0.9951;1.002
4.0440;-0.1356;-0.0269;0.9719;0.982
4.0460;-0.1405;-0.0269;0.9679;0.978
4.0490;-0.1351;-0.0210;0.9855;0.995
4.0520;-0.1437;-0.0213;0.9716;0.982
4.0540;-0.1393;-0.0093;0.9816;0.991
4.0560;-0.1339;-0.0051;0.9936;1.003
4.1450;-0.1388;-0.0068;0.9841;0.994
4.1480;-0.1451;-0.0139;0.9875;0.998
4.1500;-0.1402;-0.0137;0.9973;1.007
4.1990;-0.1363;-0.0056;1.0051;1.014
4.2010;-0.1346;-0.0100;0.9985;1.008
4.2030;-0.1331;0.0007;1.0078;1.017
4.2040;-0.1429;0.0042;1.0107;1.021
4.2100;-0.1395;-0.0032;0.9958;1.006
4.2120;-0.1439;0.0022;1.0102;1.020
4.2150;-0.1407;-0.0083;1.0073;1.017
4.2170;-0.1424;-0.0193;0.9909;1.001
4.2190;-0.1573;-0.0195;0.9924;1.005
4.2200;-0.1507;-0.0161;0.9890;1.001
4.2340;-0.1532;-0.0203;0.9782;0.990
4.2360;-0.1507;-0.0239;0.9809;0.993
4.2400;-0.1441;-0.0176;0.9951;1.006
4.2410;-0.1512;-0.0169;0.9892;1.001
4.2430;-0.1493;-0.0086;0.9907;1.002
4.2460;-0.1439;0.0005;0.9872;0.998
4.2910;-0.1422;-0.0005;0.9846;0.995
4.2930;-0.1383;0.0002;0.9919;1.001
4.3080;-0.1478;-0.0044;1.0014;1.012
4.3100;-0.1412;-0.0149;1.0048;1.015
4.3120;-0.1351;-0.0254;0.9960;1.005
4.3130;-0.1524;-0.0371;0.9758;0.988
4.3150;-0.1564;-0.0435;0.9533;0.967
4.3600;-0.1524;-0.0235;0.9750;0.987
4.3620;-0.1681;-0.0051;0.9760;0.990
4.3630;-0.1603;0.0144;0.9885;1.001
4.3780;-0.1373;0.0178;1.0014;1.011
4.3810;-0.1559;0.0051;0.9912;1.003
4.3820;-0.1549;-0.0059;1.0017;1.014
4.3830;-0.1527;-0.0144;0.9980;1.010
4.3860;-0.1620;-0.0095;1.0034;1.016
4.4000;-0.1571;-0.0098;0.9987;1.011
4.4040;-0.1500;-0.0059;0.9890;1.000
4.4480;-0.1441;-0.0044;0.9933;1.004
4.4690;-0.1390;-0.0120;0.9936;1.003
4.4710;-0.1437;-0.0002;0.9904;1.001
4.4730;-0.1505;0.0073;0.9924;1.004
4.4740;-0.1532;0.0056;0.9921;1.004
4.4760;-0.1590;0.0112;0.9909;1.004
4.4910;-0.1551;-0.0024;0.9931;1.005
4.4930;-0.1566;-0.0144;0.9868;0.999
4.5400;-0.1542;-0.0142;0.9919;1.004
4.5420;-0.1515;-0.0095;0.9926;1.004
4.5580;-0.1527;-0.0002;1.0051;1.017
4.5600;-0.1537;-0.0027;0.9951;1.007
4.5620;-0.1627;-0.0081;0.9758;0.989
4.5630;-0.1617;-0.0120;0.9706;0.984
4.5650;-0.1568;-0.0205;0.9538;0.967
4.5810;-0.1466;-0.0230;0.9638;0.975
4.5840;-0.1351;-0.0186;0.9828;0.992
4.5860;-0.1336;-0.0156;0.9877;0.997
4.6020;-0.1356;-0.0098;0.9990;1.008
4.6040;-0.1375;0.0000;0.9990;1.008
4.6500;-0.1407;0.0029;0.9899;1.000
4.6660;-0.1478;0.0078;0.9965;1.007
4.6680;-0.1466;-0.0020;0.9904;1.001
4.6700;-0.1456;-0.0117;0.9997;1.010
4.6710;-0.1556;-0.0308;0.9992;1.012
4.6730;-0.1617;-0.0518;0.9831;0.998
4.6890;-0.1639;-0.0151;0.9838;0.998
4.6910;-0.1612;-0.0034;0.9760;0.989
4.7360;-0.1476;0.0176;0.9780;0.989
4.7520;-0.1366;0.0098;0.9755;0.985
4.7540;-0.1334;-0.0015;0.9897;0.999
4.7550;-0.1351;0.0122;1.0124;1.021
4.7570;-0.1371;-0.0066;1.0122;1.021
4.7600;-0.1478;0.0203;1.0144;1.025
4.7750;-0.1595;0.0046;0.9894;1.002
4.7770;-0.1461;-0.0095;0.9802;0.991
4.7800;-0.1532;-0.0068;0.9789;0.991
4.7820;-0.1488;-0.0210;0.9797;0.991
4.9300;-0.1373;-0.0159;1.0012;1.011
4.9330;-0.1510;-0.0122;1.0070;1.018
4.9340;-0.1512;-0.0071;0.9953;1.007
4.9360;-0.1471;-0.0034;1.0254;1.036
4.9380;-0.1500;-0.0191;1.0346;1.046
4.9400;-0.1520;-0.0237;1.0009;1.013
4.9420;-0.1476;-0.0134;1.0327;1.043
4.9450;-0.1476;-0.0017;1.0227;1.033
4.9470;-0.1419;0.0007;0.9877;0.998
4.9490;-0.1483;0.0029;1.0219;1.033
4.9510;-0.1537;0.0044;1.0232;1.035
4.9520;-0.1603;-0.0037;1.0019;1.015
4.9540;-0.1725;-0.0024;1.0056;1.020
4.9560;-0.1644;-0.0173;0.9853;0.999
5.0170;-0.1510;-0.0151;0.9782;0.990
5.0190;-0.1363;-0.0034;0.9936;1.003
5.0210;-0.1309;-0.0068;0.9968;1.005
5.0230;-0.1383;0.0051;1.0085;1.018
5.0240;-0.1510;0.0000;1.0070;1.018
5.1050;-0.1610;-0.0110;1.0009;1.014
5.1100;-0.1559;-0.0081;0.9963;1.008
5.1110;-0.1473;-0.0151;0.9809;0.992
5.1140;-0.1451;-0.0117;0.9831;0.994
5.1150;-0.1373;-0.0024;0.9770;0.987
5.1170;-0.1353;0.0081;0.9816;0.991
5.1190;-0.1434;0.0005;1.0017;1.012
5.1340;-0.1451;-0.0176;1.0041;1.015
5.1360;-0.1590;-0.0432;0.9706;0.985
5.1390;-0.1644;-0.0281;1.0188;1.032
5.1420;-0.1598;0.0051;1.0515;1.064
5.1440;-0.1581;0.0086;1.0153;1.028
5.1450;-0.1546;0.0237;1.0652;1.077
5.1490;-0.1598;-0.0020;1.0334;1.046
5.1510;-0.1539;-0.0156;0.9855;0.998
5.1520;-0.1510;-0.0098;1.0119;1.023
5.1540;-0.1459;-0.0081;1.0012;1.012
5.2000;-0.1451;-0.0007;0.9933;1.004
5.2020;-0.1554;-0.0054;1.0017;1.014
5.2040;-0.1564;-0.0090;0.9899;1.002
5.2550;-0.1564;-0.0029;1.0014;1.014
5.2590;-0.1520;-0.0024;1.0100;1.021
5.2610;-0.1507;-0.0049;1.0068;1.018
5.2620;-0.1439;-0.0066;1.0026;1.013
5.2640;-0.1380;-0.0181;0.9753;0.985
5.2790;-0.1292;-0.0271;0.9540;0.963
5.2810;-0.1263;-0.0247;0.9750;0.983
5.2830;-0.1324;-0.0137;1.0117;1.020
5.2840;-0.1363;-0.0107;1.0070;1.016
5.2860;-0.1351;-0.0042;1.0476;1.056
5.3340;-0.1248;-0.0061;1.0576;1.065
5.3380;-0.1459;-0.0188;1.0156;1.026
5.3400;-0.1691;-0.0235;1.0148;1.029
5.3550;-0.1566;-0.0049;0.9948;1.007
5.3570;-0.1786;-0.0173;0.9477;0.965
5.3590;-0.1693;-0.0191;0.9526;0.968
5.3610;-0.1439;-0.0081;1.0017;1.012
