time;gFx;gFy;gFz;TgF
19.1170;-0.0261;-0.0012;0.9980;0.998
19.1180;-0.0261;-0.0020;0.9982;0.999
19.1200;-0.0261;-0.0020;0.9980;0.998
19.1320;-0.0259;-0.0017;0.9977;0.998
19.4510;-0.0259;-0.0015;0.9977;0.998
19.4530;-0.0259;-0.0010;0.9973;0.998
19.4550;-0.0261;-0.0012;0.9977;0.998
19.4560;-0.0264;-0.0015;0.9982;0.999
19.4720;-0.0264;-0.0017;0.9985;0.999
19.4740;-0.0261;-0.0020;0.9987;0.999
19.4750;-0.0259;-0.0020;0.9985;0.999
19.4770;-0.0257;-0.0020;0.9982;0.999
19.4780;-0.0254;-0.0017;0.9985;0.999
19.4800;-0.0259;-0.0017;0.9987;0.999
19.4820;-0.0264;-0.0017;0.9992;1.000
19.4830;-0.0266;-0.0015;0.9995;1.000
19.4860;-0.0269;-0.0017;0.9992;1.000
19.4890;-0.0266;-0.0017;0.9990;0.999
19.4910;-0.0261;-0.0017;0.9987;0.999
19.4940;-0.0259;-0.0020;0.9987;0.999
19.4970;-0.0266;-0.0020;0.9985;0.999
19.4990;-0.0269;-0.0017;0.9982;0.999
19.5020;-0.0274;-0.0015;0.9980;0.998
19.5050;-0.0274;-0.0015;0.9977;0.998
19.5080;-0.0269;-0.0015;0.9982;0.999
19.5110;-0.0269;-0.0017;0.9987;0.999
19.5140;-0.0264;-0.0020;0.9992;1.000
19.5160;-0.0271;-0.0015;0.9992;1.000
19.5200;-0.0274;-0.0010;0.9987;0.999
19.5220;-0.0266;-0.0010;0.9987;0.999
19.5250;-0.0269;-0.0010;0.9990;0.999
19.5280;-0.0264;-0.0015;0.9997;1.000
19.5310;-0.0257;-0.0022;0.9997;1.000
19.5340;-0.0259;-0.0024;0.9992;1.000
19.5350;-0.0261;-0.0022;0.9987;0.999
19.5370;-0.0264;-0.0020;0.9985;0.999
19.5380;-0.0269;-0.0015;0.9990;0.999
19.5390;-0.0269;-0.0007;0.9995;1.000
19.5410;-0.0264;-0.0007;0.9997;1.000
19.5420;-0.0259;-0.0007;0.9997;1.000
19.5440;-0.0254;-0.0010;0.9995;1.000
19.5450;-0.0254;-0.0015;0.9995;1.000
19.5470;-0.0254;-0.0017;0.9995;1.000
19.5940;-0.0259;-0.0012;0.9995;1.000
19.5950;-0.0264;-0.0005;0.9997;1.000
19.5970;-0.0269;-0.0005;0.9999;1.000
19.5980;-0.0271;0.0000;1.0002;1.001
19.5990;-0.0269;-0.0002;1.0004;1.001
19.6010;-0.0266;-0.0005;1.0007;1.001
19.6020;-0.0266;-0.0005;0.9997;1.000
19.6040;-0.0269;-0.0010;0.9987;0.999
19.6510;-0.0266;-0.0012;0.9982;0.999
19.6520;-0.0266;-0.0017;0.9980;0.998
19.6540;-0.0264;-0.0017;0.9987;0.999
19.6550;-0.0264;-0.0020;0.9999;1.000
19.6570;-0.0269;-0.0020;1.0002;1.001
19.6690;-0.0266;-0.0015;0.9999;1.000
19.6710;-0.0264;-0.0010;0.9997;1.000
19.6720;-0.0261;-0.0007;0.9992;1.000
19.6740;-0.0259;-0.0007;0.9990;0.999
19.6760;-0.0261;-0.0010;0.9990;0.999
19.7220;-0.0264;-0.0015;0.9987;0.999
19.7240;-0.0266;-0.0012;0.9990;0.999
19.8390;-0.0269;-0.0012;0.9995;1.000
19.8410;-0.0271;-0.0012;0.9992;1.000
19.8420;-0.0274;-0.0010;0.9999;1.000
19.8440;-0.0274;-0.0010;0.9999;1.000
19.8450;-0.0271;-0.0012;0.9995;1.000
19.8580;-0.0269;-0.0015;0.9997;1.000
19.8610;-0.0261;-0.0017;0.9997;1.000
19.8620;-0.0259;-0.0017;0.9995;1.000
19.8630;-0.0259;-0.0015;0.9997;1.000
19.8650;-0.0261;-0.0012;0.9999;1.000
19.8660;-0.0266;-0.0012;0.9995;1.000
19.8680;-0.0266;-0.0015;0.9992;1.000
19.8690;-0.0266;-0.0017;0.9992;1.000
19.8710;-0.0261;-0.0022;0.9987;0.999
19.8720;-0.0259;-0.0024;0.9985;0.999
19.8740;-0.0259;-0.0027;0.9985;0.999
19.8870;-0.0261;-0.0027;0.9982;0.999
19.8890;-0.0266;-0.0024;0.9985;0.999
19.8910;-0.0269;-0.0020;0.9990;0.999
19.8920;-0.0269;-0.0015;0.9992;1.000
19.9420;-0.0266;-0.0010;0.9995;1.000
19.9940;-0.0220;-0.0020;0.9965;0.997
19.9960;-0.0176;-0.0032;0.9933;0.994
19.9980;-0.0188;-0.0012;0.9975;0.998
19.9990;-0.0259;-0.0032;0.9997;1.000
20.0010;-0.0374;-0.0037;1.0051;1.006
20.0140;-0.0472;-0.0017;1.0109;1.012
20.0160;-0.0445;-0.0046;1.0046;1.006
20.0170;-0.0359;-0.0039;1.0002;1.001
20.0190;-0.0293;-0.0029;0.9973;0.998
20.0200;-0.0244;-0.0044;0.9938;0.994
20.0210;-0.0242;-0.0037;0.9955;0.996
20.0230;-0.0227;-0.0029;0.9975;0.998
20.0820;-0.0183;-0.0012;0.9977;0.998
20.0840;-0.0151;-0.0007;0.9982;0.998
20.0980;-0.0142;-0.0007;0.9985;0.999
20.1000;-0.0171;-0.0005;0.9992;0.999
20.1010;-0.0264;-0.0020;0.9990;0.999
