time;gFx;gFy;gFz;TgF
3.1320;-0.1544;-0.0147;0.9931;1.005
3.1460;-0.1537;-0.0147;0.9931;1.005
3.1480;-0.1537;-0.0142;0.9933;1.005
3.1500;-0.1539;-0.0137;0.9931;1.005
3.1520;-0.1537;-0.0142;0.9924;1.004
3.1530;-0.1537;-0.0147;0.9914;1.003
3.1670;-0.1534;-0.0149;0.9912;1.003
3.1690;-0.1529;-0.0151;0.9914;1.003
3.1840;-0.1537;-0.0147;0.9921;1.004
3.1870;-0.1539;-0.0149;0.9931;1.005
3.2330;-0.1544;-0.0154;0.9933;1.005
3.2460;-0.1546;-0.0147;0.9931;1.005
3.2480;-0.1542;-0.0149;0.9931;1.005
3.2500;-0.1542;-0.0144;0.9929;1.005
3.2520;-0.1542;-0.0137;0.9929;1.005
3.2530;-0.1544;-0.0147;0.9929;1.005
3.2670;-0.1544;-0.0149;0.9926;1.005
3.2690;-0.1546;-0.0144;0.9926;1.005
3.2830;-0.1546;-0.0149;0.9921;1.004
3.3300;-0.1546;-0.0149;0.9921;1.004
3.3320;-0.1542;-0.0142;0.9919;1.004
3.4400;-0.1534;-0.0142;0.9914;1.003
3.4420;-0.1542;-0.0142;0.9916;1.004
3.4430;-0.1539;-0.0139;0.9921;1.004
3.4450;-0.1542;-0.0144;0.9929;1.005
3.4470;-0.1554;-0.0144;0.9929;1.005
3.4490;-0.1546;-0.0144;0.9924;1.004
3.4510;-0.1549;-0.0147;0.9916;1.004
3.4530;-0.1554;-0.0144;0.9919;1.004
3.4540;-0.1542;-0.0151;0.9919;1.004
3.4560;-0.1537;-0.0151;0.9919;1.004
3.4580;-0.1537;-0.0149;0.9929;1.005
3.4600;-0.1539;-0.0147;0.9926;1.005
3.4620;-0.1549;-0.0139;0.9933;1.005
3.4820;-0.1561;-0.0137;0.9938;1.006
3.4840;-0.1568;-0.0137;0.9933;1.006
3.4860;-0.1564;-0.0139;0.9933;1.006
3.4880;-0.1554;-0.0147;0.9931;1.005
3.4900;-0.1542;-0.0149;0.9931;1.005
3.5470;-0.1532;-0.0147;0.9926;1.004
3.5490;-0.1529;-0.0149;0.9919;1.004
3.5510;-0.1532;-0.0147;0.9914;1.003
3.5960;-0.1544;-0.0144;0.9914;1.003
3.5980;-0.1549;-0.0142;0.9919;1.004
3.5990;-0.1554;-0.0137;0.9924;1.005
3.6010;-0.1554;-0.0134;0.9931;1.005
3.6030;-0.1544;-0.0132;0.9933;1.005
3.6160;-0.1532;-0.0139;0.9931;1.005
3.6180;-0.1527;-0.0142;0.9929;1.005
3.6200;-0.1527;-0.0142;0.9924;1.004
3.6220;-0.1532;-0.0147;0.9919;1.004
3.6230;-0.1542;-0.0139;0.9919;1.004
3.6680;-0.1544;-0.0137;0.9919;1.004
3.6700;-0.1559;-0.0137;0.9916;1.004
3.6720;-0.1568;-0.0132;0.9921;1.005
3.6850;-0.1581;-0.0134;0.9926;1.005
3.6880;-0.1586;-0.0139;0.9929;1.006
3.6890;-0.1578;-0.0142;0.9933;1.006
3.6910;-0.1571;-0.0142;0.9936;1.006
3.7040;-0.1559;-0.0139;0.9936;1.006
3.7060;-0.1554;-0.0134;0.9938;1.006
3.7080;-0.1544;-0.0132;0.9936;1.006
3.7550;-0.1539;-0.0137;0.9936;1.006
3.7570;-0.1539;-0.0144;0.9938;1.006
3.7710;-0.1537;-0.0151;0.9938;1.006
3.7720;-0.1537;-0.0147;0.9941;1.006
3.7740;-0.1532;-0.0137;0.9936;1.005
3.7760;-0.1529;-0.0139;0.9926;1.004
3.7780;-0.1544;-0.0134;0.9921;1.004
3.7920;-0.1561;-0.0139;0.9919;1.004
3.8370;-0.1568;-0.0147;0.9919;1.004
3.8390;-0.1573;-0.0142;0.9924;1.005
3.8530;-0.1564;-0.0144;0.9924;1.005
3.8550;-0.1559;-0.0147;0.9924;1.005
3.8560;-0.1564;-0.0147;0.9921;1.004
3.8580;-0.1568;-0.0151;0.9919;1.004
3.8600;-0.1578;-0.0151;0.9916;1.004
3.8740;-0.1583;-0.0151;0.9914;1.004
3.8880;-0.1590;-0.0149;0.9914;1.004
3.8900;-0.1590;-0.0142;0.9912;1.004
3.9360;-0.1586;-0.0139;0.9912;1.004
3.9380;-0.1576;-0.0142;0.9916;1.004
3.9520;-0.1559;-0.0142;0.9921;1.004
3.9540;-0.1549;-0.0142;0.9929;1.005
3.9550;-0.1537;-0.0144;0.9931;1.005
3.9570;-0.1529;-0.0142;0.9929;1.005
3.9710;-0.1524;-0.0144;0.9924;1.004
3.9730;-0.1522;-0.0142;0.9926;1.004
3.9860;-0.1522;-0.0137;0.9933;1.005
3.9880;-0.1520;-0.0137;0.9933;1.005
4.0340;-0.1522;-0.0134;0.9933;1.005
4.0470;-0.1522;-0.0137;0.9926;1.004
4.0490;-0.1524;-0.0142;0.9916;1.003
4.0510;-0.1534;-0.0139;0.9914;1.003
4.0520;-0.1542;-0.0139;0.9912;1.003
4.0540;-0.1556;-0.0142;0.9914;1.004
4.0680;-0.1568;-0.0142;0.9919;1.004
4.0700;-0.1568;-0.0147;0.9921;1.005
4.0840;-0.1566;-0.0144;0.9933;1.006
4.1350;-0.1498;-0.0132;0.9938;1.005
4.1380;-0.1429;-0.0120;0.9943;1.005
4.1520;-0.0997;-0.0178;0.9982;1.003
4.1540;-0.0567;-0.0244;1.0012;1.003
4.1560;-0.0660;-0.0183;1.0021;1.004
4.1590;-0.0506;-0.0230;1.0065;1.008
4.1600;-0.0723;-0.0203;1.0078;1.011
4.1740;-0.1134;-0.0147;1.0026;1.009
4.1810;-0.1055;-0.0186;1.0019;1.008
4.1950;-0.1224;-0.0117;0.9977;1.005
4.1970;-0.1275;-0.0086;0.9948;1.003
4.1990;-0.1134;-0.0083;0.9982;1.005
4.2910;-0.1192;-0.0115;0.9963;1.003
4.2920;-0.1070;-0.0122;0.9999;1.006
4.3060;-0.1065;-0.0093;1.0024;1.008
4.3080;-0.1180;-0.0159;0.9921;0.999
4.3100;-0.0958;-0.0142;1.0070;1.012
4.3120;-0.0916;-0.0149;1.0163;1.021
4.3140;-0.1094;-0.0215;1.0014;1.008
4.3150;-0.1080;-0.0088;1.0224;1.028
4.3170;-0.1226;-0.0049;1.0214;1.029
4.3190;-0.1248;-0.0127;1.0026;1.010
4.5000;-0.1051;-0.0147;1.0080;1.014
4.5020;-0.1058;-0.0176;0.9948;1.001
4.5040;-0.0906;-0.0261;0.9824;0.987
4.5060;-0.0880;-0.0230;0.9877;0.992
4.5080;-0.1029;-0.0120;0.9951;1.000
4.5100;-0.0936;-0.0232;0.9929;0.998
4.5110;-0.1002;-0.0288;0.9899;0.995
4.5130;-0.1148;-0.0208;0.9941;1.001
4.5150;-0.1041;-0.0322;0.9904;0.996
4.5170;-0.1043;-0.0303;0.9916;0.998
4.5180;-0.1156;-0.0169;1.0012;1.008
4.5200;-0.1104;-0.0227;1.0004;1.007
4.5220;-0.1131;-0.0169;1.0056;1.012
4.5230;-0.1253;-0.0064;1.0051;1.013
4.5250;-0.1266;-0.0073;0.9963;1.004
4.5270;-0.1297;-0.0129;0.9892;0.998
4.5290;-0.1358;-0.0115;0.9909;1.000
4.5300;-0.1324;-0.0147;0.9982;1.007
4.5320;-0.1217;-0.0200;0.9899;0.998
4.5790;-0.1229;0.0005;1.0070;1.015
4.5810;-0.1212;0.0139;1.0153;1.023
4.5820;-0.1151;0.0176;1.0085;1.015
4.5850;-0.1180;0.0110;1.0197;1.027
4.5870;-0.1153;-0.0112;1.0070;1.014
4.5890;-0.1163;-0.0308;0.9924;1.000
4.6340;-0.1217;-0.0406;0.9929;1.001
4.6370;-0.1226;-0.0293;0.9892;0.997
4.6390;-0.1204;-0.0159;1.0053;1.013
4.6400;-0.1146;-0.0051;1.0234;1.030
4.6550;-0.1136;-0.0037;1.0090;1.015
4.6570;-0.1141;-0.0090;1.0227;1.029
4.6580;-0.1178;-0.0166;1.0166;1.023
4.6600;-0.1258;-0.0205;0.9853;0.993
4.6620;-0.1197;-0.0110;1.0244;1.031
4.6650;-0.1148;-0.0032;1.0371;1.043
4.6670;-0.1229;0.0012;1.0119;1.019
4.7130;-0.1180;-0.0005;1.0371;1.044
4.7150;-0.1224;-0.0064;1.0244;1.032
4.7300;-0.1300;-0.0198;0.9880;0.997
4.7320;-0.1246;-0.0298;0.9894;0.998
4.7330;-0.1278;-0.0281;0.9960;1.005
4.7360;-0.1439;-0.0286;0.9650;0.976
4.7380;-0.1568;-0.0215;0.9577;0.971
4.7840;-0.1500;-0.0110;1.0063;1.017
4.7870;-0.1605;-0.0181;0.9530;0.967
4.7890;-0.1581;-0.0230;0.9374;0.951
4.8030;-0.1402;-0.0208;0.9699;0.980
4.8060;-0.1583;-0.0129;0.9284;0.942
4.8090;-0.1590;0.0032;0.9584;0.972
4.8110;-0.1456;0.0086;1.0083;1.019
4.8120;-0.1476;0.0068;1.0100;1.021
4.8260;-0.1463;-0.0283;1.0026;1.014
4.8720;-0.1275;-0.0247;1.0163;1.025
4.8740;-0.1229;-0.0103;1.0102;1.018
4.8880;-0.1319;-0.0154;0.9821;0.991
4.8900;-0.1241;0.0120;1.0183;1.026
4.8920;-0.1339;0.0005;1.0334;1.042
4.8940;-0.1476;-0.0220;0.9924;1.004
4.8970;-0.1407;-0.0122;1.0376;1.047
4.9120;-0.1378;-0.0105;1.0456;1.055
4.9140;-0.1317;-0.0151;0.9980;1.007
4.9610;-0.1363;0.0017;1.0703;1.079
4.9760;-0.1478;0.0059;1.0784;1.088
4.9780;-0.1478;-0.0037;1.0053;1.016
4.9800;-0.1510;-0.0068;0.9880;0.999
4.9810;-0.1351;-0.0149;0.9821;0.991
4.9840;-0.1380;-0.0286;0.9008;0.912
5.0000;-0.1524;-0.0286;0.9005;0.914
5.0020;-0.1456;-0.0232;0.9665;0.978
5.0040;-0.1612;-0.0232;0.9240;0.938
5.0540;-0.1581;-0.0176;0.9569;0.970
5.0560;-0.1329;-0.0029;1.0207;1.029
5.0700;-0.1415;-0.0171;0.9731;0.983
5.0720;-0.1319;-0.0315;0.9587;0.968
5.0740;-0.1383;-0.0230;0.9645;0.975
5.0770;-0.1666;-0.0235;0.9396;0.955
5.0790;-0.1417;0.0005;0.9855;0.996
5.1020;-0.1598;0.0049;0.9890;1.002
5.1060;-0.1620;-0.0137;0.9721;0.986
5.1250;-0.1319;-0.0173;0.9880;0.997
5.1270;-0.1652;-0.0288;0.9794;0.994
5.1780;-0.1385;-0.0232;0.9904;1.000
5.1800;-0.1241;-0.0120;1.0029;1.011
5.1930;-0.1419;-0.0156;0.9826;0.993
5.1950;-0.1331;-0.0142;0.9765;0.986
5.1970;-0.1302;-0.0042;0.9931;1.002
5.2010;-0.1151;0.0002;1.0083;1.015
5.2020;-0.1278;-0.0127;1.0004;1.009
5.2170;-0.1446;-0.0239;0.9772;0.988
5.2190;-0.1590;-0.0359;0.9968;1.010
5.2650;-0.1801;-0.0349;0.9682;0.985
5.2810;-0.1485;-0.0271;0.9872;0.999
5.2830;-0.1598;-0.0012;0.9982;1.011
5.2840;-0.1845;0.0193;0.9667;0.984
5.2870;-0.1449;-0.0093;1.0075;1.018
5.2880;-0.1893;-0.0090;0.9946;1.012
5.3020;-0.1910;-0.0269;0.9897;1.008
5.3040;-0.1549;-0.0391;1.0046;1.017
5.3490;-0.1764;-0.0151;0.9953;1.011
5.3510;-0.1610;-0.0112;0.9933;1.006
5.4810;-0.1287;-0.0083;1.0185;1.027
5.4840;-0.1344;-0.0110;1.0239;1.033
5.4860;-0.1578;-0.0107;0.9924;1.005
