time;gFx;gFy;gFz;TgF
1.2680;-0.1788;-0.0237;0.9872;1.004
1.2700;-0.1820;-0.0232;0.9858;1.003
1.2840;-0.1845;-0.0222;0.9858;1.003
1.3430;-0.1837;-0.0220;0.9858;1.003
1.3470;-0.1825;-0.0210;0.9870;1.004
1.3770;-0.1820;-0.0203;0.9882;1.005
1.3830;-0.1823;-0.0200;0.9877;1.005
1.3840;-0.1830;-0.0203;0.9875;1.005
1.6230;-0.1845;-0.0203;0.9870;1.004
1.6270;-0.1845;-0.0203;0.9865;1.004
1.6310;-0.1845;-0.0203;0.9863;1.004
1.6330;-0.1852;-0.0200;0.9863;1.004
1.6520;-0.1852;-0.0200;0.9865;1.004
1.6540;-0.1869;-0.0198;0.9863;1.004
1.6560;-0.1893;-0.0193;0.9863;1.004
1.6570;-0.1910;-0.0191;0.9860;1.005
1.6590;-0.1915;-0.0195;0.9860;1.005
1.6600;-0.1896;-0.0198;0.9863;1.005
1.6630;-0.1869;-0.0203;0.9863;1.004
1.6640;-0.1815;-0.0203;0.9868;1.004
1.6660;-0.1827;-0.0195;0.9868;1.004
1.6680;-0.1854;-0.0191;0.9870;1.004
1.6690;-0.1871;-0.0193;0.9865;1.004
1.6710;-0.1915;-0.0200;0.9855;1.004
1.6730;-0.1879;-0.0210;0.9858;1.004
1.6740;-0.1849;-0.0217;0.9853;1.003
1.6760;-0.1830;-0.0217;0.9855;1.003
1.6780;-0.1818;-0.0213;0.9860;1.003
1.6790;-0.1827;-0.0210;0.9860;1.003
1.6810;-0.1830;-0.0210;0.9868;1.004
1.6830;-0.1835;-0.0205;0.9872;1.004
1.6850;-0.1832;-0.0210;0.9875;1.005
1.6860;-0.1835;-0.0210;0.9872;1.004
1.6880;-0.1827;-0.0208;0.9875;1.004
1.6890;-0.1813;-0.0205;0.9877;1.004
1.6910;-0.1798;-0.0198;0.9880;1.004
1.6930;-0.1779;-0.0195;0.9880;1.004
1.6950;-0.1769;-0.0195;0.9875;1.003
1.6960;-0.1771;-0.0198;0.9875;1.003
1.6980;-0.1779;-0.0203;0.9868;1.003
1.6990;-0.1791;-0.0203;0.9863;1.003
1.7410;-0.1810;-0.0203;0.9868;1.003
1.7440;-0.1830;-0.0205;0.9860;1.003
1.7460;-0.1845;-0.0205;0.9860;1.003
1.7470;-0.1857;-0.0200;0.9860;1.004
1.7490;-0.1869;-0.0198;0.9850;1.003
1.7980;-0.1874;-0.0195;0.9850;1.003
1.8020;-0.1876;-0.0195;0.9853;1.003
1.8050;-0.1881;-0.0200;0.9855;1.004
1.8110;-0.1879;-0.0200;0.9858;1.004
1.8160;-0.1879;-0.0200;0.9858;1.004
1.8610;-0.1881;-0.0198;0.9855;1.004
1.8630;-0.1886;-0.0195;0.9855;1.004
1.8640;-0.1879;-0.0195;0.9853;1.003
1.8660;-0.1869;-0.0195;0.9853;1.003
1.8670;-0.1854;-0.0198;0.9855;1.003
1.8680;-0.1840;-0.0200;0.9860;1.003
1.8700;-0.1837;-0.0203;0.9868;1.004
1.8710;-0.1825;-0.0232;0.9865;1.004
1.9090;-0.1825;-0.0217;0.9872;1.004
1.9110;-0.1823;-0.0203;0.9875;1.004
1.9130;-0.1820;-0.0183;0.9872;1.004
1.9140;-0.1827;-0.0137;0.9880;1.005
1.9160;-0.1852;-0.0161;0.9870;1.004
1.9300;-0.1869;-0.0198;0.9860;1.004
1.9340;-0.1886;-0.0239;0.9855;1.004
1.9360;-0.1901;-0.0264;0.9855;1.004
1.9980;-0.1881;-0.0235;0.9860;1.004
2.0000;-0.1869;-0.0193;0.9865;1.004
2.0020;-0.1842;-0.0134;0.9870;1.004
2.0050;-0.1818;-0.0090;0.9875;1.004
2.0180;-0.1803;-0.0071;0.9880;1.004
2.0200;-0.1791;-0.0086;0.9877;1.004
2.0220;-0.1798;-0.0127;0.9870;1.003
2.0240;-0.1805;-0.0171;0.9858;1.002
2.0250;-0.1820;-0.0181;0.9858;1.003
2.0270;-0.1832;-0.0156;0.9865;1.004
2.0410;-0.1840;-0.0129;0.9870;1.004
2.0990;-0.1847;-0.0120;0.9882;1.005
2.1010;-0.1847;-0.0144;0.9882;1.005
2.1140;-0.1845;-0.0156;0.9877;1.005
2.1160;-0.1835;-0.0156;0.9885;1.005
2.1170;-0.1825;-0.0139;0.9885;1.005
2.1190;-0.1818;-0.0142;0.9882;1.005
2.1210;-0.1830;-0.0161;0.9880;1.005
2.1220;-0.1849;-0.0186;0.9872;1.005
2.1240;-0.1864;-0.0178;0.9868;1.004
2.1380;-0.1876;-0.0151;0.9865;1.004
2.1400;-0.1867;-0.0142;0.9870;1.005
2.1850;-0.1849;-0.0086;0.9870;1.004
2.1990;-0.1837;-0.0061;0.9868;1.004
2.2010;-0.1837;-0.0078;0.9872;1.004
2.2020;-0.1849;-0.0186;0.9860;1.003
2.2040;-0.1869;-0.0340;0.9853;1.003
2.2060;-0.1881;-0.0349;0.9853;1.004
2.2190;-0.1881;-0.0384;0.9833;1.002
2.2210;-0.1874;-0.0305;0.9828;1.001
2.2580;-0.1871;-0.0193;0.9841;1.002
2.2720;-0.1876;-0.0225;0.9846;1.003
2.2740;-0.1893;-0.0208;0.9858;1.004
2.2760;-0.1910;-0.0181;0.9870;1.005
2.2770;-0.1923;-0.0188;0.9865;1.005
2.2900;-0.1937;-0.0198;0.9860;1.005
2.3280;-0.1945;-0.0195;0.9858;1.005
2.3300;-0.1952;-0.0203;0.9855;1.005
2.3430;-0.1930;-0.0205;0.9858;1.005
2.3450;-0.1805;-0.0215;0.9872;1.004
2.3460;-0.1676;-0.0220;0.9890;1.003
2.6380;-0.1608;-0.0217;0.9897;1.003
2.6390;-0.1583;-0.0225;0.9902;1.003
2.6540;-0.1659;-0.0222;0.9894;1.003
2.6570;-0.1749;-0.0215;0.9892;1.005
2.6580;-0.1779;-0.0215;0.9899;1.006
2.6610;-0.1798;-0.0213;0.9892;1.006
2.6650;-0.1815;-0.0208;0.9887;1.005
2.6670;-0.1818;-0.0208;0.9877;1.005
2.6700;-0.1823;-0.0208;0.9870;1.004
2.6730;-0.1830;-0.0210;0.9872;1.004
2.6760;-0.1840;-0.0215;0.9872;1.004
2.6790;-0.1842;-0.0215;0.9875;1.005
2.6820;-0.1849;-0.0215;0.9868;1.004
2.6850;-0.1849;-0.0210;0.9863;1.004
2.6880;-0.1854;-0.0203;0.9853;1.003
2.6910;-0.1867;-0.0200;0.9841;1.002
2.6940;-0.1893;-0.0195;0.9843;1.003
2.6970;-0.1910;-0.0195;0.9846;1.003
2.7000;-0.1923;-0.0198;0.9853;1.004
2.7040;-0.1869;-0.0205;0.9872;1.005
2.7070;-0.1832;-0.0210;0.9877;1.005
2.7100;-0.1805;-0.0210;0.9882;1.005
2.7130;-0.1815;-0.0205;0.9882;1.005
2.7160;-0.1842;-0.0200;0.9865;1.004
2.7190;-0.1830;-0.0200;0.9855;1.003
2.7210;-0.1842;-0.0205;0.9853;1.003
2.7250;-0.1810;-0.0215;0.9853;1.002
2.7270;-0.1827;-0.0220;0.9858;1.003
2.7300;-0.1825;-0.0227;0.9863;1.003
2.7360;-0.1798;-0.0230;0.9860;1.003
2.7400;-0.1796;-0.0222;0.9872;1.004
2.7440;-0.1798;-0.0220;0.9872;1.004
2.7470;-0.1820;-0.0215;0.9872;1.004
2.7700;-0.1840;-0.0205;0.9877;1.005
2.7760;-0.1845;-0.0208;0.9870;1.004
2.7800;-0.1845;-0.0205;0.9875;1.005
2.7830;-0.1842;-0.0210;0.9875;1.005
2.7850;-0.1840;-0.0215;0.9872;1.004
2.7860;-0.1835;-0.0217;0.9870;1.004
2.7880;-0.1830;-0.0217;0.9868;1.004
2.7900;-0.1835;-0.0205;0.9875;1.005
2.7910;-0.1842;-0.0198;0.9880;1.005
2.7940;-0.1842;-0.0198;0.9882;1.005
2.7950;-0.1842;-0.0200;0.9885;1.006
2.7970;-0.1837;-0.0200;0.9877;1.005
2.8370;-0.1835;-0.0208;0.9870;1.004
2.8390;-0.1840;-0.0208;0.9865;1.004
2.8420;-0.1840;-0.0205;0.9855;1.003
2.8780;-0.1845;-0.0213;0.9858;1.003
2.8800;-0.1847;-0.0213;0.9860;1.003
2.8820;-0.1849;-0.0213;0.9863;1.004
2.8830;-0.1852;-0.0213;0.9868;1.004
2.8850;-0.1847;-0.0210;0.9865;1.004
2.8970;-0.1847;-0.0210;0.9868;1.004
2.8990;-0.1847;-0.0210;0.9870;1.004
2.9000;-0.1847;-0.0210;0.9870;1.004
2.9020;-0.1852;-0.0205;0.9875;1.005
2.9040;-0.1852;-0.0198;0.9875;1.005
2.9420;-0.1854;-0.0198;0.9872;1.005
2.9580;-0.1862;-0.0200;0.9877;1.005
2.9620;-0.1864;-0.0208;0.9877;1.005
2.9640;-0.1867;-0.0213;0.9877;1.005
2.9660;-0.1867;-0.0213;0.9872;1.005
2.9820;-0.1867;-0.0213;0.9865;1.004
2.9840;-0.1871;-0.0215;0.9860;1.004
2.9860;-0.1876;-0.0220;0.9855;1.003
3.0790;-0.1884;-0.0215;0.9863;1.004
3.0990;-0.1864;-0.0220;0.9865;1.004
3.1000;-0.1840;-0.0222;0.9865;1.004
3.1020;-0.1825;-0.0220;0.9870;1.004
3.1040;-0.1805;-0.0227;0.9863;1.003
3.1060;-0.1813;-0.0225;0.9860;1.003
3.1070;-0.1820;-0.0222;0.9865;1.003
3.1090;-0.1801;-0.0225;0.9870;1.004
3.1100;-0.1783;-0.0225;0.9882;1.004
3.1120;-0.1732;-0.0217;0.9914;1.007
3.1140;-0.1793;-0.0198;0.9875;1.004
3.1270;-0.1871;-0.0178;0.9831;1.001
3.1280;-0.1940;-0.0188;0.9821;1.001
3.1720;-0.2042;-0.0205;0.9792;1.000
3.1740;-0.1967;-0.0215;0.9843;1.004
3.1870;-0.1893;-0.0232;0.9872;1.006
3.1890;-0.1830;-0.0220;0.9868;1.004
3.1910;-0.1805;-0.0208;0.9863;1.003
3.1920;-0.1815;-0.0217;0.9848;1.002
3.1940;-0.1823;-0.0220;0.9855;1.002
3.2320;-0.1825;-0.0222;0.9863;1.003
3.2450;-0.1823;-0.0225;0.9865;1.003
3.2470;-0.1852;-0.0225;0.9860;1.004
3.2480;-0.1722;-0.0144;0.9907;1.006
3.2500;-0.1598;-0.0064;0.9953;1.008
3.2520;-0.1410;-0.0161;0.9933;1.003
3.2650;-0.1309;-0.0122;1.0012;1.010
3.2670;-0.1368;-0.0164;1.0039;1.013
3.3040;-0.1437;-0.0252;0.9970;1.008
3.3170;-0.1671;-0.0151;0.9977;1.012
3.3190;-0.1818;-0.0188;0.9887;1.005
3.3210;-0.1830;-0.0232;0.9826;1.000
3.3220;-0.1864;-0.0200;0.9877;1.005
3.3350;-0.1761;-0.0178;0.9924;1.008
3.5820;-0.1705;-0.0217;0.9887;1.004
3.5830;-0.1825;-0.0178;0.9902;1.007
3.5850;-0.1913;-0.0169;0.9899;1.008
3.5870;-0.1881;-0.0200;0.9865;1.004
3.5880;-0.1803;-0.0171;0.9914;1.008
3.5900;-0.1664;-0.0208;0.9892;1.003
3.5910;-0.1673;-0.0237;0.9853;1.000
3.5930;-0.1803;-0.0225;0.9846;1.001
3.5950;-0.1937;-0.0215;0.9885;1.007
3.5960;-0.2016;-0.0200;0.9806;1.001
3.5980;-0.1945;-0.0193;0.9745;0.994
3.6000;-0.1859;-0.0210;0.9794;0.997
3.6020;-0.1835;-0.0195;0.9782;0.995
3.6030;-0.1886;-0.0191;0.9877;1.006
3.6050;-0.1881;-0.0210;0.9919;1.010
3.6060;-0.1891;-0.0205;0.9850;1.003
3.6080;-0.1739;-0.0232;0.9882;1.004
3.6100;-0.1671;-0.0235;0.9860;1.000
3.6110;-0.1659;-0.0213;0.9892;1.003
3.6130;-0.1759;-0.0217;0.9872;1.003
3.6150;-0.1886;-0.0186;0.9875;1.006
3.6160;-0.1930;-0.0178;0.9931;1.012
3.6180;-0.1867;-0.0215;0.9890;1.007
3.6200;-0.1788;-0.0186;0.9977;1.014
3.6210;-0.1779;-0.0191;0.9958;1.012
3.6230;-0.1852;-0.0230;0.9853;1.003
3.6250;-0.1830;-0.0186;0.9953;1.012
3.6620;-0.1710;-0.0181;0.9975;1.012
3.6640;-0.1656;-0.0230;0.9892;1.003
3.6660;-0.1520;-0.0244;0.9894;1.001
3.6670;-0.1693;-0.0261;0.9858;1.001
3.6690;-0.1845;-0.0279;0.9770;0.995
3.7270;-0.1930;-0.0242;0.9787;0.998
3.7280;-0.1913;-0.0200;0.9850;1.004
3.7300;-0.1886;-0.0227;0.9819;1.000
3.7320;-0.1881;-0.0254;0.9838;1.002
3.7450;-0.1989;-0.0235;0.9799;1.000
3.7460;-0.1913;-0.0232;0.9868;1.005
3.7480;-0.1739;-0.0198;0.9963;1.012
3.7490;-0.1717;-0.0186;0.9951;1.010
3.7510;-0.1554;-0.0195;0.9995;1.012
3.7880;-0.1676;-0.0193;0.9885;1.003
3.7900;-0.1827;-0.0242;0.9824;1.000
3.8020;-0.1827;-0.0269;0.9870;1.004
3.8050;-0.2001;-0.0247;0.9904;1.011
3.8060;-0.1935;-0.0286;0.9875;1.007
3.8080;-0.1840;-0.0274;0.9797;0.997
3.8090;-0.1818;-0.0203;0.9855;1.002
3.8220;-0.1598;-0.0264;0.9811;0.994
3.8240;-0.1617;-0.0264;0.9831;0.997
3.8610;-0.1825;-0.0210;0.9877;1.005
3.8740;-0.1825;-0.0264;0.9777;0.995
3.8760;-0.1879;-0.0259;0.9794;0.998
3.8780;-0.1898;-0.0225;0.9850;1.003
3.8790;-0.1730;-0.0244;0.9880;1.003
3.8920;-0.1698;-0.0222;0.9897;1.004
3.9080;-0.1617;-0.0191;0.9931;1.006
3.9100;-0.1571;-0.0188;0.9926;1.005
3.9460;-0.1608;-0.0198;0.9899;1.003
3.9590;-0.1747;-0.0205;0.9894;1.005
3.9610;-0.1935;-0.0222;0.9872;1.006
3.9640;-0.2057;-0.0225;0.9850;1.007
3.9650;-0.2040;-0.0222;0.9868;1.008
3.9780;-0.1918;-0.0215;0.9885;1.007
3.9910;-0.1761;-0.0210;0.9890;1.005
3.9930;-0.1671;-0.0220;0.9894;1.004
4.0060;-0.1759;-0.0210;0.9870;1.003
4.0080;-0.1874;-0.0215;0.9836;1.001
4.0450;-0.2023;-0.0217;0.9814;1.002
4.0580;-0.2125;-0.0213;0.9831;1.006
4.0600;-0.2013;-0.0217;0.9821;1.003
4.0610;-0.1874;-0.0208;0.9821;1.000
4.0630;-0.1781;-0.0205;0.9855;1.002
4.0760;-0.1686;-0.0203;0.9838;0.998
4.0890;-0.1683;-0.0203;0.9860;1.000
4.0910;-0.1693;-0.0215;0.9885;1.003
4.1040;-0.1632;-0.0213;0.9894;1.003
4.1410;-0.1620;-0.0217;0.9916;1.005
4.1430;-0.1654;-0.0220;0.9909;1.005
4.1560;-0.1676;-0.0210;0.9899;1.004
4.1580;-0.1761;-0.0208;0.9882;1.004
4.1590;-0.1845;-0.0195;0.9868;1.004
4.1720;-0.1881;-0.0186;0.9882;1.006
4.1740;-0.1852;-0.0200;0.9868;1.004
4.1870;-0.1779;-0.0191;0.9907;1.007
4.1890;-0.1708;-0.0191;0.9943;1.009
4.2040;-0.1659;-0.0213;0.9912;1.005
4.2420;-0.1769;-0.0186;0.9933;1.009
4.2550;-0.1925;-0.0191;0.9868;1.006
4.2570;-0.2081;-0.0195;0.9802;1.002
4.2580;-0.2091;-0.0181;0.9843;1.006
4.2710;-0.2023;-0.0193;0.9824;1.003
4.2730;-0.1913;-0.0198;0.9826;1.001
4.2860;-0.1744;-0.0217;0.9850;1.001
4.3020;-0.1764;-0.0203;0.9863;1.002
4.3040;-0.1769;-0.0186;0.9912;1.007
4.3400;-0.1737;-0.0205;0.9914;1.007
4.3420;-0.1908;-0.0166;0.9894;1.008
4.3540;-0.2016;-0.0159;0.9848;1.005
4.3560;-0.2016;-0.0215;0.9782;0.999
4.7440;-0.2177;-0.0144;0.9836;1.007
4.7670;-0.2194;-0.0117;0.9890;1.013
4.7710;-0.2150;-0.0164;0.9853;1.009
4.7740;-0.2213;-0.0147;0.9836;1.008
4.7790;-0.2108;-0.0178;0.9828;1.005
4.7820;-0.1942;-0.0244;0.9758;0.995
4.7840;-0.1837;-0.0237;0.9777;0.995
4.7860;-0.1776;-0.0213;0.9855;1.002
4.7870;-0.1786;-0.0225;0.9828;0.999
4.7890;-0.1857;-0.0203;0.9865;1.004
4.7900;-0.1849;-0.0200;0.9904;1.008
4.7920;-0.1808;-0.0193;0.9904;1.007
4.7930;-0.1739;-0.0191;0.9926;1.008
4.7950;-0.1783;-0.0200;0.9902;1.006
4.7960;-0.1906;-0.0191;0.9875;1.006
4.7980;-0.1903;-0.0208;0.9865;1.005
4.8000;-0.1910;-0.0213;0.9860;1.005
4.8010;-0.1805;-0.0205;0.9902;1.007
4.8030;-0.1774;-0.0200;0.9885;1.004
4.8050;-0.1776;-0.0193;0.9880;1.004
4.8060;-0.1769;-0.0198;0.9870;1.003
4.8080;-0.1774;-0.0203;0.9868;1.003
4.8090;-0.1710;-0.0200;0.9914;1.006
4.8110;-0.1727;-0.0195;0.9912;1.006
4.8120;-0.1700;-0.0208;0.9907;1.005
4.8140;-0.1639;-0.0200;0.9909;1.005
4.8160;-0.1573;-0.0198;0.9921;1.005
4.8170;-0.1493;-0.0205;0.9929;1.004
4.8190;-0.1456;-0.0195;0.9938;1.005
4.8200;-0.1407;-0.0193;0.9948;1.005
4.8220;-0.1476;-0.0188;0.9924;1.003
4.8240;-0.1559;-0.0173;0.9904;1.003
4.8250;-0.1615;-0.0169;0.9909;1.004
4.8270;-0.1617;-0.0161;0.9890;1.002
4.8280;-0.1502;-0.0156;0.9904;1.002
4.8300;-0.1361;-0.0183;0.9963;1.006
4.8310;-0.1498;-0.0210;0.9909;1.002
4.8330;-0.1722;-0.0252;0.9865;1.002
4.8340;-0.1691;-0.0279;0.9890;1.004
4.8360;-0.1686;-0.0274;0.9870;1.002
4.8380;-0.1642;-0.0239;0.9880;1.002
4.8390;-0.1309;-0.0227;0.9943;1.003
4.8410;-0.1234;-0.0230;0.9938;1.002
4.8420;-0.1424;-0.0220;0.9916;1.002
4.8560;-0.1273;-0.0237;0.9955;1.004
4.8590;-0.1410;-0.0232;0.9941;1.004
4.8610;-0.1632;-0.0213;0.9877;1.001
4.8620;-0.1444;-0.0210;0.9929;1.004
4.8640;-0.1385;-0.0200;0.9977;1.008
4.8660;-0.1502;-0.0217;0.9970;1.009
4.8680;-0.1502;-0.0235;0.9948;1.006
4.8690;-0.1647;-0.0247;0.9828;0.997
4.9060;-0.1698;-0.0222;0.9838;0.999
4.9080;-0.1573;-0.0171;0.9904;1.003
4.9100;-0.1566;-0.0147;0.9987;1.011
4.9460;-0.1517;-0.0139;0.9992;1.011
4.9480;-0.1561;-0.0169;0.9868;0.999
4.9490;-0.1678;-0.0208;0.9814;0.996
4.9620;-0.1634;-0.0186;0.9814;0.995
4.9650;-0.1632;-0.0147;0.9892;1.003
4.9660;-0.1749;-0.0195;0.9909;1.006
4.9680;-0.1698;-0.0071;0.9926;1.007
4.9810;-0.1722;0.0005;0.9936;1.008
4.9820;-0.1749;0.0107;0.9975;1.013
4.9840;-0.1625;0.0083;0.9941;1.007
5.0240;-0.1595;-0.0105;0.9836;0.996
5.0260;-0.1581;-0.0254;0.9797;0.993
5.0390;-0.1564;-0.0430;0.9728;0.986
5.0400;-0.1544;-0.0293;0.9816;0.994
5.0420;-0.1544;-0.0266;0.9951;1.007
5.0560;-0.1529;-0.0279;1.0019;1.014
5.0580;-0.1578;-0.0340;0.9973;1.010
5.0730;-0.1683;-0.0423;0.9970;1.012
5.1110;-0.1769;-0.0396;0.9921;1.009
5.1130;-0.1845;-0.0252;0.9885;1.006
5.1260;-0.1798;-0.0112;0.9943;1.011
5.1290;-0.1730;-0.0049;0.9936;1.009
5.1310;-0.1747;-0.0054;0.9865;1.002
5.1670;-0.1774;-0.0176;0.9782;0.994
5.1690;-0.1815;-0.0410;0.9848;1.002
5.1820;-0.1908;-0.0435;0.9758;0.995
5.1840;-0.1915;-0.0391;0.9731;0.993
5.1860;-0.1840;-0.0110;0.9846;1.002
5.1880;-0.1820;0.0200;0.9716;0.989
5.1890;-0.1749;0.0300;0.9743;0.990
5.2130;-0.1537;0.0195;0.9899;1.002
5.2580;-0.1598;-0.0151;0.9816;0.995
5.2600;-0.1647;-0.0362;0.9848;0.999
5.2820;-0.1605;-0.0371;0.9912;1.005
5.2850;-0.1705;-0.0176;0.9846;0.999
5.2860;-0.1671;-0.0142;0.9809;0.995
5.2890;-0.1637;-0.0107;0.9772;0.991
5.3040;-0.1737;-0.0217;0.9824;0.998
5.3080;-0.1725;-0.0225;0.9799;0.995
5.3440;-0.1735;-0.0232;0.9841;1.000
5.3460;-0.1698;-0.0139;0.9982;1.013
5.3580;-0.1617;-0.0103;1.0004;1.013
5.3600;-0.1588;-0.0259;0.9973;1.010
5.3620;-0.1522;-0.0288;0.9936;1.006
5.3630;-0.1502;-0.0418;0.9799;0.992
5.6010;-0.1590;-0.0452;0.9667;0.981
